ZO,Nazwa,WK,GK,Paragraf,PT,NZ,Regon,Typ,GT,NP,P4,PL,Grupa,NO,WW,Dzial,DW,Rozdzial,PK,NA,ZA
490.60,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,441,0,,000903297,JB,1,,0,2150.00,1100,,1127.07,801,,80101,02,,1127.07
490.60,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,444,0,,000903297,JB,1,,0,187057.00,1100,,150263.00,801,,80101,02,,187057.00
490.60,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,470,0,,000903297,JB,1,,0,4300.00,1100,,2769.47,801,,80101,02,,2769.47
490.60,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,471,0,,000903297,JB,1,,0,50000.00,1400,,15.17,801,,80101,02,,50000.00
48283.34,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,479,0,,000903297,JB,1,,0,1884207.00,1400,,937228.21,801,,80101,02,,1884207.00
48283.34,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,480,0,,000903297,JB,1,,0,159800.00,1400,,138121.47,801,,80101,02,,138121.47
2136.76,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,411,0,,000903297,JB,1,,0,20300.00,1400,,13904.65,801,,80107,02,,20300.00
224.34,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,412,0,,000903297,JB,1,,0,3200.00,1400,,1203.45,801,,80107,02,,3200.00
224.34,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,421,0,,000903297,JB,1,,0,5550.00,1100,,30.00,801,,80107,02,,30.00
224.34,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,444,0,,000903297,JB,1,,0,7972.00,1100,,6737.00,801,,80107,02,,7972.00
224.34,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,471,0,,000903297,JB,1,,0,100.00,1400,,6737.00,801,,80107,02,,100.00
3710.70,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,479,0,,000903297,JB,1,,0,120000.00,1400,,79546.07,801,,80107,02,,120000.00
3710.70,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,480,0,,000903297,JB,1,,0,10200.00,1400,,4778.10,801,,80107,02,,4778.10
3710.70,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,430,0,,000903297,JB,1,,0,4479.00,1100,,4778.10,801,,80146,02,,4778.10
3710.70,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,470,0,,000903297,JB,1,,0,7465.00,1100,,2767.00,801,,80146,02,,2767.00
3710.70,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,302,0,,000903297,JB,1,,0,3340.00,1300,,2767.00,801,,80148,02,,2767.00
3495.79,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,401,0,,000903297,JB,1,,0,192000.00,1400,,97497.95,801,,80148,02,,192000.00
3495.79,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,404,0,,000903297,JB,1,,0,17600.00,1400,,14153.56,801,,80148,02,,14153.56
1386.06,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,411,0,,000903297,JB,1,,0,30500.00,1400,,19389.50,801,,80148,02,,30500.00
168.19,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,412,0,,000903297,JB,1,,0,6000.00,1400,,1682.51,801,,80148,02,,6000.00
168.19,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,421,0,,000903297,JB,1,,0,2000.00,1100,,1501.25,801,,80148,02,,1501.25
168.19,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,422,0,,000903297,JB,1,,0,120000.00,1100,,93721.08,801,,80148,02,,93721.08
168.19,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,444,0,,000903297,JB,1,,0,6652.00,1100,,5000.00,801,,80148,02,,6652.00
168.19,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,471,0,,000903297,JB,1,,0,4000.00,1400,,5000.00,801,,80148,02,,4000.00
168.19,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,10,01,324,0,,000903297,JB,1,,0,4960.00,1300,,4960.00,854,,85416,02,,4960.00
,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,302,0,,000903305,JB,1,,0,5545.00,1300,,2751.00,801,,80101,02,,2751.00
10317.66,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,401,0,,000903305,JB,1,,0,581373.00,1400,,216294.29,801,,80101,02,,581373.00
10317.66,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,404,0,,000903305,JB,1,,0,40611.00,1400,,36970.91,801,,80101,02,,36970.91
28263.86,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,411,0,,000903305,JB,1,,0,418133.00,1400,,178302.69,801,,80101,02,,418133.00
3276.52,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,412,0,,000903305,JB,1,,0,55669.00,1400,,18423.99,801,,80101,02,,55669.00
3276.52,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,414,0,,000903305,JB,1,,0,5748.00,1100,,2931.00,801,,80101,02,,2931.00
3276.52,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,417,0,,000903305,JB,1,,0,5000.00,1400,,2931.00,801,,80101,02,,5000.00
3276.52,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,421,0,,000903305,JB,1,,0,36687.00,1100,,16505.56,801,,80101,02,,16505.56
3276.52,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,424,0,,000903305,JB,1,,0,4101.00,1100,,386.83,801,,80101,02,,386.83
3276.52,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,426,0,,000903305,JB,1,,0,183303.00,1100,,108122.38,801,,80101,02,,108122.38
3276.52,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,427,0,,000903305,JB,1,,0,13142.00,1100,,4700.00,801,,80101,02,,4700.00
3276.52,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,428,0,,000903305,JB,1,,0,1574.00,1100,,890.00,801,,80101,02,,890.00
2051.52,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,430,0,,000903305,JB,1,,0,43839.00,1100,,30273.60,801,,80101,02,,32325.12
2051.52,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,436,0,,000903305,JB,1,,0,5725.00,1100,,1747.23,801,,80101,02,,1747.23
2051.52,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,441,0,,000903305,JB,1,,0,1352.00,1100,,110.40,801,,80101,02,,110.40
2051.52,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,444,0,,000903305,JB,1,,0,153654.00,1100,,116513.42,801,,80101,02,,153654.00
2051.52,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,470,0,,000903305,JB,1,,0,1729.00,1100,,400.00,801,,80101,02,,400.00
2051.52,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,471,0,,000903305,JB,1,,0,31986.00,1400,,637.96,801,,80101,02,,31986.00
38426.08,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,479,0,,000903305,JB,1,,0,1663551.00,1400,,696953.91,801,,80101,02,,1663551.00
38426.08,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,480,0,,000903305,JB,1,,0,132371.00,1400,,128099.93,801,,80101,02,,128099.93
422.50,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,411,0,,000903305,JB,1,,0,28854.00,1400,,13409.46,801,,80107,02,,28854.00
36.72,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,412,0,,000903305,JB,1,,0,3428.00,1400,,199.29,801,,80107,02,,3428.00
36.72,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,444,0,,000903305,JB,1,,0,7872.00,1100,,5903.90,801,,80107,02,,7872.00
36.72,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,471,0,,000903305,JB,1,,0,900.00,1400,,436.27,801,,80107,02,,900.00
3031.65,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,479,0,,000903305,JB,1,,0,161794.00,1400,,61383.63,801,,80107,02,,161794.00
3031.65,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,480,0,,000903305,JB,1,,0,10992.00,1400,,10391.10,801,,80107,02,,10391.10
3031.65,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,430,0,,000903305,JB,1,,0,3808.00,1100,,10391.10,801,,80146,02,,10391.10
3031.65,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,470,0,,000903305,JB,1,,0,6347.00,1100,,4269.20,801,,80146,02,,4269.20
3031.65,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,302,0,,000903305,JB,1,,0,665.00,1300,,4269.20,801,,80148,02,,4269.20
3123.66,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,401,0,,000903305,JB,1,,0,161515.00,1400,,60057.21,801,,80148,02,,161515.00
3123.66,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,404,0,,000903305,JB,1,,0,11529.00,1400,,11229.83,801,,80148,02,,11229.83
2210.07,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,411,0,,000903305,JB,1,,0,26102.00,1400,,11390.66,801,,80148,02,,26102.00
316.64,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,412,0,,000903305,JB,1,,0,4456.00,1400,,1631.96,801,,80148,02,,4456.00
316.64,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,422,0,,000903305,JB,1,,0,113000.00,1100,,57873.53,801,,80148,02,,57873.53
316.64,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,428,0,,000903305,JB,1,,0,244.00,1100,,50.00,801,,80148,02,,50.00
316.64,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,444,0,,000903305,JB,1,,0,4989.00,1100,,3741.68,801,,80148,02,,4989.00
316.64,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,471,0,,000903305,JB,1,,0,2556.00,1400,,3741.68,801,,80148,02,,2556.00
149.38,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,411,0,,000903305,JB,1,,0,2500.00,1400,,506.07,801,,80150,02,,2500.00
21.40,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,412,0,,000903305,JB,1,,0,500.00,1400,,72.50,801,,80150,02,,500.00
277.62,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,479,0,,000903305,JB,1,,0,15000.00,1400,,3555.61,801,,80150,02,,15000.00
277.62,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,10,01,324,0,,000903305,JB,1,,0,1488.00,1300,,1488.00,854,,85416,02,,1488.00
,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,302,0,,368245067,JB,1,,0,9000.00,1300,,3235.19,801,,80101,02,,3235.19
15140.94,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,401,0,,368245067,JB,1,,0,711414.00,1400,,320825.11,801,,80101,02,,711414.00
15140.94,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,404,0,,368245067,JB,1,,0,60811.00,1400,,51911.90,801,,80101,02,,51911.90
37907.13,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,411,0,,368245067,JB,1,,0,443701.00,1400,,205556.79,801,,80101,02,,443701.00
3823.51,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,412,0,,368245067,JB,1,,0,59889.00,1400,,19706.66,801,,80101,02,,59889.00
3823.51,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,417,0,,368245067,JB,1,,0,5200.00,1400,,19706.66,801,,80101,02,,5200.00
3823.51,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,421,0,,368245067,JB,1,,0,64895.00,1100,,27947.53,801,,80101,02,,27947.53
3823.51,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,424,0,,368245067,JB,1,,0,9863.00,1100,,27947.53,801,,80101,02,,27947.53
3823.51,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,426,0,,368245067,JB,1,,0,240000.00,1100,,148903.84,801,,80101,02,,148903.84
3823.51,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,427,0,,368245067,JB,1,,0,16943.00,1100,,5264.63,801,,80101,02,,5264.63
3823.51,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,428,0,,368245067,JB,1,,0,8700.00,1100,,1697.00,801,,80101,02,,1697.00
3823.51,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,430,0,,368245067,JB,1,,0,50704.00,1100,,26076.30,801,,80101,02,,26076.30
3823.51,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,436,0,,368245067,JB,1,,0,8408.00,1100,,2476.53,801,,80101,02,,2476.53
3823.51,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,441,0,,368245067,JB,1,,0,2328.00,1100,,46.00,801,,80101,02,,46.00
3823.51,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,444,0,,368245067,JB,1,,0,179399.00,1100,,134550.00,801,,80101,02,,179399.00
3823.51,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,448,0,,368245067,JB,1,,0,665.00,1100,,134550.00,801,,80101,02,,179399.00
3823.51,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,470,0,,368245067,JB,1,,0,3436.00,1100,,134550.00,801,,80101,02,,179399.00
3823.51,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,471,0,,368245067,JB,1,,0,10000.00,1400,,2193.86,801,,80101,02,,10000.00
44178.45,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,479,0,,368245067,JB,1,,0,1847300.00,1400,,859601.31,801,,80101,02,,1847300.00
44178.45,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,480,0,,368245067,JB,1,,0,140571.00,1400,,140570.84,801,,80101,02,,140570.84
1850.27,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,411,0,,368245067,JB,1,,0,21600.00,1400,,10008.02,801,,80107,02,,21600.00
263.65,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,412,0,,368245067,JB,1,,0,3500.00,1400,,1417.26,801,,80107,02,,3500.00
263.65,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,444,0,,368245067,JB,1,,0,6700.00,1100,,5025.00,801,,80107,02,,6700.00
263.65,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,471,0,,368245067,JB,1,,0,100.00,1400,,4.71,801,,80107,02,,100.00
2776.77,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,479,0,,368245067,JB,1,,0,127500.00,1400,,66905.52,801,,80107,02,,127500.00
2776.77,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,480,0,,368245067,JB,1,,0,10800.00,1400,,9569.93,801,,80107,02,,9569.93
2776.77,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,430,0,,368245067,JB,1,,0,4569.00,1100,,1384.00,801,,80146,02,,1384.00
2776.77,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,470,0,,368245067,JB,1,,0,7615.00,1100,,659.00,801,,80146,02,,659.00
2776.77,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,302,0,,368245067,JB,1,,0,3100.00,1300,,462.94,801,,80148,02,,462.94
5399.63,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,401,0,,368245067,JB,1,,0,260158.00,1400,,111060.39,801,,80148,02,,260158.00
5399.63,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,404,0,,368245067,JB,1,,0,22298.00,1400,,15249.84,801,,80148,02,,15249.84
1205.25,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,411,0,,368245067,JB,1,,0,40155.00,1400,,20242.36,801,,80148,02,,40155.00
364.91,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,412,0,,368245067,JB,1,,0,7043.00,1400,,2000.17,801,,80148,02,,7043.00
364.91,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,421,0,,368245067,JB,1,,0,1219.00,1100,,393.71,801,,80148,02,,393.71
364.91,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,422,0,,368245067,JB,1,,0,230000.00,1100,,123287.07,801,,80148,02,,123287.07
364.91,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,444,0,,368245067,JB,1,,0,9147.00,1100,,6861.00,801,,80148,02,,9147.00
364.91,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,471,0,,368245067,JB,1,,0,1000.00,1400,,6861.00,801,,80148,02,,1000.00
1765.96,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,411,0,,368245067,JB,1,,0,30500.00,1400,,11475.33,801,,80150,02,,30500.00
208.42,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,412,0,,368245067,JB,1,,0,4400.00,1400,,1401.74,801,,80150,02,,4400.00
208.42,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,444,0,,368245067,JB,1,,0,9380.00,1100,,7035.00,801,,80150,02,,9380.00
208.42,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,471,0,,368245067,JB,1,,0,1000.00,1400,,7035.00,801,,80150,02,,1000.00
2954.98,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,479,0,,368245067,JB,1,,0,164500.00,1400,,68438.05,801,,80150,02,,164500.00
2954.98,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,480,0,,368245067,JB,1,,0,13900.00,1400,,9105.16,801,,80150,02,,9105.16
2954.98,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,10,01,324,0,,368245067,JB,1,,0,6200.00,1300,,6200.00,854,,85416,02,,6200.00
,SZKOŁA PODSTAWOWA NR 6 IM. MARII SKŁODOWSKIEJ - CURIE W KUTNIE,10,01,302,0,,000903280,JB,1,,0,10380.00,1300,,5637.48,801,,80101,02,,5637.48
15582.87,SZKOŁA PODSTAWOWA NR 6 IM. MARII SKŁODOWSKIEJ - CURIE W KUTNIE,10,01,401,0,,000903280,JB,1,,0,821000.00,1400,,399585.95,801,,80101,02,,821000.00
15582.87,SZKOŁA PODSTAWOWA NR 6 IM. MARII SKŁODOWSKIEJ - CURIE W KUTNIE,10,01,404,0,,000903280,JB,1,,0,67000.00,1400,,54354.73,801,,80101,02,,54354.73
55776.62,SZKOŁA PODSTAWOWA NR 6 IM. MARII SKŁODOWSKIEJ - CURIE W KUTNIE,10,01,411,0,,000903280,JB,1,,0,689418.00,1400,,327505.69,801,,80101,02,,689418.00
5885.99,SZKOŁA PODSTAWOWA NR 6 IM. MARII SKŁODOWSKIEJ - CURIE W KUTNIE,10,01,412,0,,000903280,JB,1,,0,92792.00,1400,,34196.20,801,,80101,02,,92792.00
5885.99,SZKOŁA PODSTAWOWA NR 6 IM. MARII SKŁODOWSKIEJ - CURIE W KUTNIE,10,01,414,0,,000903280,JB,1,,0,300.00,1100,,34196.20,801,,80101,02,,92792.00
5885.99,SZKOŁA PODSTAWOWA NR 6 IM. MARII SKŁODOWSKIEJ - CURIE W KUTNIE,10,01,417,0,,000903280,JB,1,,0,4180.00,1400,,34196.20,801,,80101,02,,4180.00
5885.99,SZKOŁA PODSTAWOWA NR 6 IM. MARII SKŁODOWSKIEJ - CURIE W KUTNIE,10,01,421,0,,000903280,JB,1,,0,51053.00,1100,,33425.49,801,,80101,02,,33425.49
5885.99,SZKOŁA PODSTAWOWA NR 6 IM. MARII SKŁODOWSKIEJ - CURIE W KUTNIE,10,01,424,0,,000903280,JB,1,,0,4460.00,1100,,1419.04,801,,80101,02,,1419.04
5885.99,SZKOŁA PODSTAWOWA NR 6 IM. MARII SKŁODOWSKIEJ - CURIE W KUTNIE,10,01,426,0,,000903280,JB,1,,0,273060.00,1100,,83175.35,801,,80101,02,,83175.35
5885.99,SZKOŁA PODSTAWOWA NR 6 IM. MARII SKŁODOWSKIEJ - CURIE W KUTNIE,10,01,427,0,,000903280,JB,1,,0,5440.00,1100,,1968.00,801,,80101,02,,1968.00
5885.99,SZKOŁA PODSTAWOWA NR 6 IM. MARII SKŁODOWSKIEJ - CURIE W KUTNIE,10,01,428,0,,000903280,JB,1,,0,4880.00,1100,,1050.00,801,,80101,02,,1050.00
