województwo;powiat;gmina;Typ gminy;Kod teryt gminy;RSPO;rodzaj placówki;czy publiczna;Nazwa szkoły;Miejscowość;Ulica nr;język polski liczba zdających;język polski wynik średni (%);język polski odchylenie standardowe (%);język polski mediana (%);język polski modalna (%);matematyka liczba zdających;matematyka wynik średni (%);matematyka odchylenie standardowe (%);matematyka mediana (%);matematyka modalna (%);język angielski liczba zdających;język angielski wynik średni (%);język angielski odchylenie standardowe (%);język angielski mediana (%);język angielski modalna (%);język francuski liczba zdających;język francuski wynik średni (%);język francuski odchylenie standardowe (%);język francuski mediana (%);język francuski modalna (%);język hiszpański liczba zdających;język hiszpański wynik średni (%);język hiszpański odchylenie standardowe (%);język hiszpański mediana (%);język hiszpański modalna (%);język niemiecki liczba zdających;język niemiecki wynik średni (%);język niemiecki odchylenie standardowe (%);język niemiecki mediana (%);język niemiecki modalna (%);język rosyjski liczba zdających;język rosyjski wynik średni (%);język rosyjski odchylenie standardowe (%);język rosyjski mediana (%);język rosyjski modalna (%);język włoski liczba zdających;język włoski wynik średni (%);język włoski odchylenie standardowe (%);język włoski mediana (%);język włoski modalna (%)
Łódzkie;Pabianicki;Konstantynów Łódzki;Gmina miejska;1008011;48933;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 5 IM. I ARMII WOJSKA POLSKIEGO W KONSTANTYNOWIE ŁÓDZKIM;Konstantynów Łódzki;ul. Sadowa 5/7;94;53;20;52;40;94;53;31;48;100;94;65;33;74;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Konstantynów Łódzki;Gmina miejska;1008011;124931;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 6 W ZAKŁADZIE POPRAWCZYM I SCHRONISKU DLA NIELETNICH W KONSTANTYNOWIE ŁÓDZKIM;Konstantynów Łódzki;ul. Ignacew 9;1;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Pabianice;Gmina miejska;1008021;57326;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 1 Z ODDZIAŁAMI INTEGRACYJNYMI IM.KAZIMIERZA PROMYKA;Pabianice;ul. gen. Kazimierza Pułaskiego 22/24;53;59;16;60;60;52;63;32;76;100;50;77;27;93;98;;;;;;;;;;;2;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Pabianice;Gmina miejska;1008021;133393;dla młodzieży;Nie;SZKOŁA PODSTAWOWA IM.ŚW. WINCENTEGO A PAULO;Pabianice;ul. Zamkowa 39;37;66;15;64;64;37;73;22;80;92;37;85;20;95;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Pabianice;Gmina miejska;1008021;196282;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 15 IM. ARMII KRAJOWEJ W PABIANICACH;Pabianice;ul. Marii Skłodowskiej-Curie 5;24;46;20;42;20;24;27;24;20;20;24;58;32;72;87;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Pabianice;Gmina miejska;1008021;196284;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 16 Z ODDZIAŁAMI INTEGRACYJNYMI IM. TADEUSZA KOŚCIUSZKI W PABIANICACH;Pabianice;ul. 20 Stycznia 9/13;47;60;20;58;44;47;60;28;52;48;47;67;30;80;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Pabianice;Gmina miejska;1008021;57324;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 3 IM.MIKOŁAJA KOPERNIKA;Pabianice;ul. Mokra 28/34;178;61;19;62;58;178;61;28;64;100;178;76;27;89;100;;;;;;;;;;;1;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Pabianice;Gmina miejska;1008021;57327;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 5 IM.GRZEGORZA PIRAMOWICZA;Pabianice;ul. Zamkowa 65;67;57;19;58;58;67;50;30;48;20;69;76;25;85;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Pabianice;Gmina miejska;1008021;57340;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 8 Z ODDZIAŁAMI INTEGRACYJNYMI IM. JADWIGI WAJSÓWNY W PABIANICACH;Pabianice;ul. ks. Piotra Skargi 30;39;49;20;49;36;39;33;23;24;16;39;47;31;33;16;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Pabianice;Gmina miejska;1008021;57328;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 9 Z ODDZIAŁAMI INTEGRACYJNYMI IM. JANA DŁUGOSZA;Pabianice;ul. Partyzancka 56A;35;64;18;64;64;35;69;24;72;72;35;78;26;91;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Pabianice;Gmina miejska;1008021;57329;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 13 IM. STEFANII SEMPOŁOWSKIEJ;Pabianice;ul. Jana Pawła II 16;54;51;19;49;42;54;57;28;56;48;54;67;29;77;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Pabianice;Gmina miejska;1008021;57330;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 14 IM. STANISŁAWA STASZICA;Pabianice;ul. Ostatnia 15a;26;58;14;54;51;26;56;26;52;52;27;73;28;82;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Pabianice;Gmina miejska;1008021;196281;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 2 IM. JANA PAWŁA II W PABIANICACH;Pabianice;ul. Tkacka 15;67;59;18;60;38;67;60;29;64;96;66;68;30;80;100;;;;;;;;;;;1;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Pabianice;Gmina miejska;1008021;57331;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 17 IM. MAŁGORZATY KOZERY - GLISZCZYŃSKIEJ;Pabianice;ul. Warszawska 65;59;58;15;62;64;59;52;26;48;28;59;72;27;82;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Pabianice;Gmina miejska;1008021;271871;dla młodzieży;Nie;"SZKOŁA PODSTAWOWA ""OPTIMA""";Pabianice;ul. św. Jana 33;20;51;25;56;7;20;41;23;38;12;18;71;30;93;95;;;;;;;;;;;2;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Dłutów;Gmina wiejska;1008032;69793;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W DŁUTOWIE PRZY ZESPOLE SZKOLNO- PRZEDSZKOLNYM W DŁUTOWIE;Dłutów;ul. Główna 9;60;65;16;67;80;60;65;26;64;92;62;73;26;82;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Dobroń;Gmina wiejska;1008042;25806;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W DOBRONIU;Dobroń;ul. Sienkiewicza 39;45;57;18;60;58;45;59;28;60;88;45;66;32;84;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Dobroń;Gmina wiejska;1008042;25858;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA STANISŁAWA REYMONTA W MOGILNIE DUŻYM;Mogilno Duże;21;18;62;10;60;58;18;57;27;66;40;18;56;29;45;24;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Dobroń;Gmina wiejska;1008042;29035;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JADWIGI WAJSÓWNY W CHECHLE DRUGIM;Chechło Drugie;ul. Lipowa 1;20;59;17;61;80;20;55;27;64;68;19;67;26;75;24;;;;;;;;;;;1;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Ksawerów;Gmina wiejska;1008052;38766;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. DR HENRYKA JORDANA W KSAWEROWIE;Ksawerów;ul. Zachodnia 33;68;60;16;62;64;68;63;27;70;88;69;74;27;85;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Ksawerów;Gmina wiejska;1008052;37676;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. IGORA SIKIRYCKIEGO W WOLI ZARADZYŃSKIEJ;Wola Zaradzyńska;ul. mjr. Hubala 55;35;54;18;49;47;35;53;26;52;64;35;73;27;84;93;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Lutomiersk;Obszar wiejski;1008065;59818;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. ADAMA MICKIEWICZA W SZYDŁOWIE;Szydłów;1;16;57;22;51;33;16;43;32;26;20;16;41;37;22;7;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Lutomiersk;Miasto;1008064;111078;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W LUTOMIERSKU;Lutomiersk;ul. Piłsudskiego 1;63;57;15;58;44;63;61;30;72;92;63;71;27;76;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Lutomiersk;Obszar wiejski;1008065;47264;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM.MARII KONOPNICKIEJ W KAZIMIERZU;Kazimierz;ul. Sienkiewicza 25;21;61;15;62;78;21;60;27;68;84;21;74;30;87;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Pabianice;Gmina wiejska;1008072;57671;dla młodzieży;Tak;ZESPÓŁ SZKOLNO-PRZEDSZKOLNY SZKOŁA PODSTAWOWA W PIATKOWISKU;Piątkowisko;107;41;55;17;56;64;41;56;24;56;56;39;67;29;76;98;;;;;;;;;;;2;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Pabianice;Gmina wiejska;1008072;39621;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM.MARII SKŁODOWSKIEJ-CURIE W PAWLIKOWICACH;Pawlikowice;103;18;61;18;59;58;18;79;25;88;100;18;78;28;93;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Pabianice;Gmina wiejska;1008072;30720;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM.KORNELA MAKUSZYŃSKIEGO W BYCHLEWIE;Bychlew;13;51;62;14;64;64;51;64;27;64;64;50;73;29;88;100;;;;;;;;;;;1;;;;;;;;;;;;;;
Łódzkie;Pabianicki;Pabianice;Gmina wiejska;1008072;30736;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. H.CHRISTIANA ANDERSENA W PETRYKOZACH;Petrykozy;52;22;63;13;66;53;22;48;28;42;8;22;65;23;67;53;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pajęczański;Działoszyn;Obszar wiejski;1009015;28893;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KS. JANA TWARDOWSKIEGO W TRĘBACZEWIE;Trębaczew;ul. Szkolna 5;39;62;21;64;47;39;53;29;56;20;38;68;30;77;95;;;;;;;;;;;1;;;;;;;;;;;;;;
Łódzkie;Pajęczański;Działoszyn;Obszar wiejski;1009015;25918;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W RACISZYNIE;Raciszyn;ul. Działoszyńska 65;33;65;15;64;64;33;53;27;44;32;33;70;28;76;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pajęczański;Działoszyn;Miasto;1009014;28888;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 2 IM. MIKOŁAJA KOPERNIKA;Działoszyn;ul. Ogrodowa 3a;98;53;19;55;64;98;58;30;62;48;98;66;32;80;96;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pajęczański;Kiełczygłów;Gmina wiejska;1009022;110060;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. ADAMA MICKIEWICZA W KIEŁCZYGŁOWIE;Kiełczygłów;ul. Tysiąclecia 8;29;47;13;49;44;29;56;30;60;12;29;44;28;29;22;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pajęczański;Kiełczygłów;Gmina wiejska;1009022;107577;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W CHORZEWIE;Chorzew;4;14;59;14;64;67;14;52;28;62;24;14;50;30;46;18;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pajęczański;Nowa Brzeźnica;Gmina wiejska;1009032;9670;dla młodzieży;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA DŁUGOSZA W NOWEJ BRZEŹNICY;Nowa Brzeźnica;ul. Kościuszki 100;47;56;18;60;62;47;56;26;60;84;47;56;29;56;60;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pajęczański;Pajęczno;Miasto;1009044;263521;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 2 IM. POLSKICH NOBLISTÓW W PAJĘCZNIE;Pajęczno;ul. Henryka Sienkiewicza 7;62;56;24;62;62;62;56;30;56;96;62;66;31;68;93;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pajęczański;Pajęczno;Miasto;1009044;65258;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 1 IM. JULIANA TUWIMA W PAJĘCZNIE;Pajęczno;ul. Wiśniowa 7;68;53;15;52;38;68;42;28;32;24;66;58;30;62;80;;;;;;;;;;;2;;;;;;;;;;;;;;
Łódzkie;Pajęczański;Pajęczno;Obszar wiejski;1009045;65260;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANA BRZECHWY W MAKOWISKACH;Makowiska;ul. Szkolna 1;29;61;19;58;49;29;52;29;40;20;29;56;34;65;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pajęczański;Rząśnia;Gmina wiejska;1009052;42855;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W RZĄŚNI;Rząśnia;ul. 1 Maja 16;40;51;19;56;69;40;44;27;40;16;40;48;27;41;13;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pajęczański;Rząśnia;Gmina wiejska;1009052;12141;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W ZIELĘCINIE;Zielęcin;28;6;62;5;63;64;6;71;18;72;60;6;63;26;76;27;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pajęczański;Rząśnia;Gmina wiejska;1009052;11880;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. M. BIELSKIEGO W BIAŁEJ;Biała;63;13;61;17;64;64;13;68;28;76;76;13;65;29;76;93;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pajęczański;Siemkowice;Gmina wiejska;1009062;60092;dla młodzieży;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W LIPNIKU;Kolonia Lipnik;11;23;64;22;71;84;23;59;31;68;96;22;50;32;51;51;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pajęczański;Siemkowice;Gmina wiejska;1009062;4066;dla młodzieży;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W RADOSZEWICACH;Radoszewice;ul. Niemojewskich 1B;20;54;11;56;60;20;62;23;64;84;14;42;32;37;11;;;;;;;;;;;6;54;20;52;;;;;;;;;;;
Łódzkie;Pajęczański;Siemkowice;Gmina wiejska;1009062;80686;dla młodzieży;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W SIEMKOWICACH;Siemkowice;ul. Nowa 1;35;53;19;51;44;35;59;30;68;16;35;50;32;44;15;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pajęczański;Strzelce Wielkie;Gmina wiejska;1009072;4980;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W WIEWCU;Wiewiec;26;19;56;17;53;53;19;53;23;56;60;18;56;24;49;80;;;;;;;;;;;1;;;;;;;;;;;;;;
Łódzkie;Pajęczański;Strzelce Wielkie;Gmina wiejska;1009072;4902;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. STEFANA ŻEROMSKIEGO W ZAMOŚĆIU;Zamoście-Kolonia;2;6;59;10;57;49;6;48;22;54;64;6;52;22;57;;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pajęczański;Strzelce Wielkie;Gmina wiejska;1009072;4901;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W STRZELCACH WIELKICH;Strzelce Wielkie;ul. Częstochowska 8a;31;52;16;58;64;31;49;23;56;64;26;67;27;74;100;;;;;;;;;;;5;55;17;55;;;;;;;;;;;
Łódzkie;Pajęczański;Sulmierzyce;Gmina wiejska;1009082;88231;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KSIĘCIA JÓZEFA PONIATOWSKIEGO W SULMIERZYCACH;Sulmierzyce;ul. Szkolna 4;28;51;18;52;44;28;71;25;80;84;28;61;32;63;91;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pajęczański;Sulmierzyce;Gmina wiejska;1009082;85963;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W DWORSZOWICACH PAKOSZOWYCH;Dworszowice Pakoszowe;ul. Szkolna 4;8;64;8;67;69;8;51;23;46;48;8;55;33;48;;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Pajęczański;Sulmierzyce;Gmina wiejska;1009082;87964;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W BOGUMIŁOWICACH;Bogumiłowice;85;10;71;14;76;80;10;70;23;76;92;9;66;32;82;93;;;;;;;;;;;1;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Aleksandrów;Gmina wiejska;1010012;85789;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W ALEKSANDROWIE;Aleksandrów;40;33;51;18;53;64;33;38;24;36;20;33;49;29;45;18;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Aleksandrów;Gmina wiejska;1010012;85922;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W SKOTNIKACH;Skotniki;4;15;80;11;82;87;15;56;30;60;28;15;66;31;67;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Aleksandrów;Gmina wiejska;1010012;85860;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W DĄBROWIE NAD CZARNĄ;Dąbrowa nad Czarną;60;20;59;12;57;51;20;55;28;62;8;20;48;30;38;13;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Czarnocin;Gmina wiejska;1010022;23457;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IMIENIA SZARYCH SZEREGÓW W CZARNOCINIE W ZESPOLE SZKOLNO- PRZEDSZKOLNYM W CZARNOCINIE;Czarnocin;ul. Główna 134;38;68;15;69;64;38;62;25;62;76;38;65;32;71;91;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Czarnocin;Gmina wiejska;1010022;43633;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W SZYNCZYCACH;Szynczyce;8;21;61;22;67;84;21;68;23;68;36;21;61;27;60;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Gorzkowice;Gmina wiejska;1010032;10577;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA W GORZKOWICACH;Gorzkowice;ul. Kościelna 26;120;59;19;62;69;120;49;30;40;20;119;57;33;62;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Gorzkowice;Gmina wiejska;1010032;8267;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W KRZEMIENIEWICACH;Krzemieniewice;59;3;;;;;3;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Gorzkowice;Gmina wiejska;1010032;11129;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W GOŚCINNEJ;Gościnna;29B;5;44;23;33;;5;33;23;28;;5;38;30;22;;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Grabica;Gmina wiejska;1010042;47739;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. WINCENTEGO WITOSA W SZYDŁOWIE;Szydłów-Kolonia;47;18;70;12;69;67;18;48;19;44;28;18;72;26;84;91;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Grabica;Gmina wiejska;1010042;47952;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA W WOLI KAMOCKIEJ;Wola Kamocka;30;15;53;14;56;56;15;45;22;36;32;15;57;28;58;58;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Grabica;Gmina wiejska;1010042;49690;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANINY PORAZIŃSKIEJ W BORYSZOWIE;Boryszów;2;20;71;12;70;60;20;59;31;64;84;20;57;35;46;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Grabica;Gmina wiejska;1010042;46846;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. ADAMA MICKIEWICZA W BRZOZIE;Brzoza;18;15;65;14;64;82;15;69;27;72;36;15;73;25;80;53;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Łęki Szlacheckie;Gmina wiejska;1010052;84809;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM.ANDRZEJA FRYCZA MODRZEWSKIEGO W TRZEPNICY;Trzepnica-Kolonia;13A;22;62;11;62;64;22;60;27;70;80;22;54;25;49;49;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Łęki Szlacheckie;Gmina wiejska;1010052;84774;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM.MARII KONOPNICKIEJ W ŁĘKACH SZLACHECKICH;Łęki Szlacheckie;60;23;47;20;49;18;23;55;32;52;96;23;58;35;58;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Moszczenica;Gmina wiejska;1010062;119887;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W RĘKORAJU;Rękoraj;52;8;61;11;62;62;8;59;28;56;;8;50;31;37;18;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Moszczenica;Gmina wiejska;1010062;31890;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W SROCKU;Srock;ul. Łódzka 5;18;68;10;70;73;18;61;27;66;72;18;79;24;90;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Moszczenica;Gmina wiejska;1010062;24073;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W BABACH;Baby;ul. Piotrkowska 20;24;67;13;66;84;24;65;30;72;96;24;63;29;69;91;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Moszczenica;Gmina wiejska;1010062;24075;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. ŚW. JANA PAWŁA II W GAZOMI;Gazomia Stara;29;17;78;11;80;91;17;71;27;88;88;17;73;22;78;78;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Moszczenica;Gmina wiejska;1010062;24076;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. MARGARETHY KAMPRAD W JAROSTACH;Jarosty;ul. Leśna 14;37;64;16;64;58;37;63;24;68;68;37;78;27;89;96;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Moszczenica;Gmina wiejska;1010062;28119;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. ŚW. STANISŁAWA KOSTKI W MOSZCZENICY;Moszczenica;ul. Dworcowa 9;77;66;19;71;73;77;65;28;76;88;73;76;27;89;100;;;;;;;;;;;4;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Ręczno;Gmina wiejska;1010072;86183;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W RĘCZNIE;Ręczno;ul. Główna 21;47;63;17;67;76;47;58;27;60;76;46;61;30;63;56;;;;;;;;;;;1;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Ręczno;Gmina wiejska;1010072;55185;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W STOBNICY;Stobnica;51 A;12;66;11;68;73;12;66;28;72;96;12;61;29;66;;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Rozprza;Gmina wiejska;1010082;85212;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. J. PAWLIKOWSKIEGO W ROZPRZY;Rozprza;ul. Szkolna 1;64;64;15;67;62;64;60;24;64;64;64;68;26;74;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Rozprza;Gmina wiejska;1010082;88891;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W NIECHCICACH;Niechcice;ul. Częstochowska 27;35;54;18;56;56;35;47;30;32;20;35;46;29;36;20;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Rozprza;Gmina wiejska;1010082;79055;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W NOWEJ WSI;Nowa Wieś;84;9;55;12;58;67;9;50;26;32;32;9;46;24;40;;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Rozprza;Gmina wiejska;1010082;87726;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. PPŁK. STANISŁAWA SIENKIEWICZA W MILEJOWIE;Milejów;ul. Szkolna 12;21;66;15;62;44;21;63;29;64;92;21;67;28;73;73;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Rozprza;Gmina wiejska;1010082;79856;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. ŚW. MIKOŁAJA W MIERZYNIE;Mierzyn;134;14;73;11;71;71;14;57;31;60;12;14;54;32;42;20;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Rozprza;Gmina wiejska;1010082;86391;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. ZOFII GRZYBOWSKIEJ W STRASZOWIE;Straszów;70;25;60;16;62;44;25;55;25;60;60;25;58;31;55;27;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Sulejów;Obszar wiejski;1010095;17514;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W USZCZYNIE;Uszczyn;ul. Szkolna 12;19;71;12;73;73;19;64;30;76;92;19;70;29;75;93;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Sulejów;Miasto;1010094;17511;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 2 IM. KRÓLOWEJ JADWIGI W SULEJOWIE;Sulejów;ul. Rycerska 10;26;57;17;59;58;26;61;32;74;88;26;58;29;61;20;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Sulejów;Obszar wiejski;1010095;17515;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W WITOWIE-KOLONII;Witów-Kolonia;47;37;68;13;67;67;37;51;30;56;84;37;58;27;64;16;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Piotrkowski;Sulejów;Miasto;1010094;17340;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 1 IM. JANA PAWŁA II W SULEJOWIE;Sulejów;ul. Konecka 45;71;51;20;56;69;71;49;30;48;16;71;55;31;49;22;;;;;;;;;;;;;;;;;;;;;;;;;
