województwo;powiat;gmina;Typ gminy;Kod teryt gminy;RSPO;rodzaj placówki;czy publiczna;Nazwa szkoły;Miejscowość;Ulica nr;język polski liczba zdających;język polski wynik średni (%);język polski odchylenie standardowe (%);język polski mediana (%);język polski modalna (%);matematyka liczba zdających;matematyka wynik średni (%);matematyka odchylenie standardowe (%);matematyka mediana (%);matematyka modalna (%);język angielski liczba zdających;język angielski wynik średni (%);język angielski odchylenie standardowe (%);język angielski mediana (%);język angielski modalna (%);język francuski liczba zdających;język francuski wynik średni (%);język francuski odchylenie standardowe (%);język francuski mediana (%);język francuski modalna (%);język hiszpański liczba zdających;język hiszpański wynik średni (%);język hiszpański odchylenie standardowe (%);język hiszpański mediana (%);język hiszpański modalna (%);język niemiecki liczba zdających;język niemiecki wynik średni (%);język niemiecki odchylenie standardowe (%);język niemiecki mediana (%);język niemiecki modalna (%);język rosyjski liczba zdających;język rosyjski wynik średni (%);język rosyjski odchylenie standardowe (%);język rosyjski mediana (%);język rosyjski modalna (%);język włoski liczba zdających;język włoski wynik średni (%);język włoski odchylenie standardowe (%);język włoski mediana (%);język włoski modalna (%)
Łódzkie;Bełchatowski;Bełchatów;Gmina miejska;1001011;40095;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 8 IM. JANA BRZECHWY Z ODDZIAŁAMI INTEGRACYJNYMI;Bełchatów;os. osiedle Dolnośląskie 112a;105;59;17;62;62;105;55;28;56;24;104;65;29;70;98;;;;;;;;;;;1;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Bełchatów;Gmina miejska;1001011;46583;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 9 IM. ALINY I CZESŁAWA CENTKIEWICZÓW;Bełchatów;os. osiedle Dolnośląskie 204A;95;61;15;60;60;95;65;27;72;92;95;71;28;84;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Bełchatów;Gmina miejska;1001011;43853;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 5 IM. ŻOŁNIERZY WOJSKA POLSKIEGO;Bełchatów;ul. Szkolna 10;32;53;20;59;58;32;59;27;64;32;30;76;22;86;87;;;;;;;;;;;1;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Bełchatów;Gmina miejska;1001011;43849;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 1 IM. STANISŁAWA JACHOWICZA Z ODDZIAŁAMI INTEGRACYJNYMI;Bełchatów;ul. Dąbrowskiego 11;162;62;15;62;56;162;58;27;58;96;162;79;25;89;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Bełchatów;Gmina miejska;1001011;43854;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 12 IM. KORNELA MAKUSZYŃSKIEGO;Bełchatów;ul. Witolda Budryka 7;63;63;13;64;67;63;52;26;52;16;63;72;27;80;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Bełchatów;Gmina miejska;1001011;43850;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 4 IM. STEFANA ŻEROMSKIEGO;Bełchatów;ul. Lipowa 11;77;52;17;53;58;77;49;29;40;12;77;67;29;76;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Bełchatów;Gmina miejska;1001011;43851;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 3 IM. ŻOŁNIERZY POW;Bełchatów;ul. Sienkiewicza 25;92;59;18;62;69;92;61;26;64;92;93;73;26;82;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Bełchatów;Gmina miejska;1001011;43855;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 13 IM. UNICEF Z ODDZIAŁAMI INTEGRACYJNYMI;Bełchatów;ul. Juliusza Słowackiego 8;91;56;18;58;56;91;51;27;48;36;91;67;32;75;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Bełchatów;Gmina miejska;1001011;124246;dla młodzieży;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA;Bełchatów;ul. Lipowa 5;30;55;15;56;44;30;76;17;80;88;30;90;12;95;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Bełchatów;Gmina wiejska;1001022;262660;dla młodzieży;Tak;SZKOŁA PODSTAWOWA SPECJALNA W ŁĘKAWIE;Łękawa;9;10;33;11;35;40;10;26;14;22;20;9;24;10;24;24;;;;;;;;;;;1;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Bełchatów;Gmina wiejska;1001022;85810;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. GEN. JANUSZA GŁUCHOWSKIEGO W DOBIECINIE;Korczew;37;7;65;22;71;80;7;65;25;68;;7;80;28;95;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Bełchatów;Gmina wiejska;1001022;84226;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. MARII KOWNACKIEJ W DOMIECHOWICACH;Domiechowice;80;35;56;15;58;67;35;55;25;60;20;35;65;29;73;80;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Bełchatów;Gmina wiejska;1001022;85843;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA SZAFERA W JANOWIE;Janów;1;14;60;14;58;58;14;33;21;28;20;14;51;27;54;;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Bełchatów;Gmina wiejska;1001022;85811;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM.ALFONSA BRANDTA W KURNOSIE DRUGIM;Kurnos Drugi;175;34;48;19;49;60;34;49;31;56;72;34;48;31;44;18;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Bełchatów;Gmina wiejska;1001022;85844;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM.KOMISJI EDUKACJI NARODOWEJ W ŁĘKAWIE;Łękawa;4;14;63;15;63;58;14;65;25;66;32;14;62;29;57;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Bełchatów;Gmina wiejska;1001022;85842;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANA BRZECHWY W DOBRZELOWIE;Dobrzelów;7;30;59;14;60;64;30;63;25;64;48;30;70;25;76;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Drużbice;Gmina wiejska;1001032;262248;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IMIENIA HENRYKA SIENKIEWICZA W RASACH;Rasy;27;14;55;18;57;56;14;58;25;54;96;14;55;30;49;38;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Drużbice;Gmina wiejska;1001032;80003;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM.TADEUSZA KOŚCIUSZKI W DRUŻBICACH;Drużbice;15;32;60;15;61;60;32;49;26;52;20;32;50;31;45;16;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Drużbice;Gmina wiejska;1001032;60839;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W WADLEWIE;Wadlew;59;14;70;14;71;76;14;58;25;62;48;14;60;27;59;24;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Kleszczów;Gmina wiejska;1001042;17149;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM JANUSZA KORCZAKA W KLESZCZOWIE;Kleszczów;ul. Szkolna 4;81;62;19;62;58;81;64;29;68;96;81;73;28;80;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Kleszczów;Gmina wiejska;1001042;17151;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W ŁĘKIŃSKU;Łękińsko;ul. Szkolna 20;35;67;17;67;84;35;64;29;64;96;35;69;30;84;85;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Kluki;Gmina wiejska;1001052;70506;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM.ŚW. JANA PAWŁA II W KASZEWICACH;Kaszewice;48;14;54;15;58;58;14;49;23;44;44;14;67;27;73;51;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Kluki;Gmina wiejska;1001052;70549;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. WANDY MALCZEWSKIEJ W PARZNIE;Parzno;33;12;75;12;76;76;12;84;17;92;92;12;81;21;83;78;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Kluki;Gmina wiejska;1001052;70681;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W KLUKACH;Kluki;ul. Szkolna 4;27;59;14;62;62;27;63;21;64;48;27;66;26;75;35;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Rusiec;Gmina wiejska;1001062;122473;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W ZESPOLE SZKOLNO-PRZEDSZKOLNYM W RUŚCU;Rusiec;ul. Wieluńska 33;44;59;18;59;62;44;56;31;56;32;44;68;29;76;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Rusiec;Gmina wiejska;1001062;121824;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W ZESPOLE SZKOLNO-PRZEDSZKOLNYM W WOLI WIĄZOWEJ;Wola Wiązowa;42;37;62;17;67;76;37;60;28;60;96;37;54;34;42;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Szczerców;Gmina wiejska;1001072;18335;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KS. JÓZEFA BARANOWICZA W SZCZERCOWIE;Szczerców;ul. Łaska 8;83;53;15;56;60;83;43;24;40;16;83;57;32;45;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Szczerców;Gmina wiejska;1001072;19080;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W OSINACH;Osiny;13;4;;;;;4;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Szczerców;Gmina wiejska;1001072;18745;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W CHABIELICACH;Chabielice;5;19;47;15;47;58;19;46;26;48;24;19;38;26;27;20;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Szczerców;Gmina wiejska;1001072;18838;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W LUBCU;Lubiec;61;8;41;11;43;44;8;28;12;28;;8;33;30;18;15;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Zelów;Obszar wiejski;1001085;133953;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANUSZA KUSOCIŃSKIEGO W ŁOBUDZICACH Z FILIĄ W BIJNACH SZLACHECKICH;Łobudzice;54;21;48;17;47;47;21;35;21;28;24;21;46;31;36;22;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Zelów;Obszar wiejski;1001085;39746;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W WYGIEŁZOWIE;Wygiełzów;17;16;64;17;64;40;16;68;33;82;96;16;70;32;88;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Zelów;Obszar wiejski;1001085;39747;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W KOCISZEWIE;Kociszew;32;15;55;10;56;47;15;51;19;48;36;15;53;29;42;42;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Zelów;Miasto;1001084;38999;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 4 IM. HENRYKA SIENKIEWICZA W ZELOWIE;Zelów;ul. Stefana Żeromskiego 53;74;62;15;62;51;74;47;25;40;28;74;60;29;59;82;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Bełchatowski;Zelów;Miasto;1001084;35208;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 2 IM. TADEUSZA KOŚCIUSZKI Z ODDZIAŁAMI INTEGRACYJNYMI W ZELOWIE;Zelów;ul. Tadeusza Kościuszki 40/42;31;53;17;56;42;31;50;26;44;24;31;44;30;33;22;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Kutno;Gmina miejska;1002011;263969;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA;Kutno;ul. dr. Antoniego Troczewskiego 2;23;51;17;49;49;23;46;26;48;24;25;58;31;51;27;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Kutno;Gmina miejska;1002011;34266;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 1 IM.TADEUSZA KOŚCIUSZKI W KUTNIE;Kutno;ul. Kanclerza Andrzeja Zamoyskiego 1;158;60;16;62;69;158;57;29;56;100;157;75;27;87;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Kutno;Gmina miejska;1002011;34265;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE;Kutno;ul. Władysława Jagiełły 6;120;62;14;64;71;120;60;29;62;88;119;73;29;87;98;;;;;;;;;;;1;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Kutno;Gmina miejska;1002011;31727;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 6 IM. MARII SKŁODOWSKIEJ - CURIE W KUTNIE;Kutno;ul. Łąkoszyńska 9;80;58;14;60;60;80;55;31;56;16;80;66;30;76;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Kutno;Gmina miejska;1002011;31729;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE;Kutno;ul. Narutowicza 22;42;59;17;59;64;42;36;27;26;12;43;48;28;36;27;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Kutno;Gmina miejska;1002011;31717;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA;Kutno;ul. Konduktorska 13;39;58;16;62;64;39;60;26;64;68;39;74;26;82;95;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Kutno;Gmina miejska;1002011;263961;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO;Kutno;ul. Staszica 6;31;60;17;62;56;31;60;28;64;52;31;71;34;93;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Bedlno;Gmina wiejska;1002022;14954;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W ŻERONICACH;Żeronice;37A;14;60;17;62;78;14;55;27;60;24;14;63;30;64;89;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Bedlno;Gmina wiejska;1002022;14934;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W SZEWCACH NADOLNYCH IM. BOHATERÓW WALK NAD BZURĄ;Szewce Nadolne;14;14;64;11;61;60;14;54;25;58;32;14;44;31;30;22;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Bedlno;Gmina wiejska;1002022;14997;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W PNIEWIE;Pniewo Małe;21A;6;52;10;50;47;6;40;19;34;;6;51;30;47;;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Bedlno;Gmina wiejska;1002022;14973;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. 37 ŁĘCZYCKIEGO PUŁKU PIECHOTY IM. KS. J. PONIATOWSKIEGO W PLECKIEJ DĄBROWIE;Plecka Dąbrowa;6;11;65;14;64;51;11;69;29;80;96;11;69;32;85;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Bedlno;Gmina wiejska;1002022;133647;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. ŚW. JANA PAWŁA II W BEDLNIE;Bedlno;31A;19;55;18;58;60;19;39;29;28;16;19;49;34;29;16;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Dąbrowice;Gmina wiejska;1002032;121761;dla młodzieży;Tak;ZESPÓŁ SZKÓŁ SZKOLA PODSTAWOWA W DĄBROWICACH;Dąbrowice;ul. Kłodawska 1;27;54;16;56;71;27;53;29;52;16;27;58;31;58;27;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Krośniewice;Obszar wiejski;1002045;17041;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. GEN. WŁADYSŁAWA ANDERSA W NOWEM;Nowe;36;27;37;16;40;29;27;29;20;20;20;27;40;31;24;13;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Krośniewice;Miasto;1002044;16820;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 1 W KROŚNIEWICACH;Krośniewice;ul. Łęczycka 17;56;45;17;47;47;56;39;25;32;16;57;57;30;60;20;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Krośniewice;Obszar wiejski;1002045;17140;dla młodzieży;Nie;"SZKOŁA PODSTAWOWA FUNDACJI ""ELEMENTARZ"" Z ODDZIAŁEM PRZEDSZKOLNYM W JANKOWICACH";Jankowice;32;11;53;17;60;53;11;47;20;48;56;11;61;32;71;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Krzyżanów;Gmina wiejska;1002052;59561;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W KRZYŻANOWIE;Krzyżanów;6;16;53;21;56;82;16;45;27;40;8;16;52;34;48;20;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Krzyżanów;Gmina wiejska;1002052;4775;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. IRENY KOSMOWSKIEJ W KASZEWACH DWORNYCH;Kaszewy Dworne;19;11;62;14;67;56;11;68;22;76;80;11;75;28;95;95;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Krzyżanów;Gmina wiejska;1002052;59552;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. PROF. WŁADYSŁAWA SZAFERA W KTERACH;Ktery;34;6;58;16;55;;6;24;24;16;;6;39;32;23;11;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Kutno;Gmina wiejska;1002062;74790;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W BYSZEWIE;Byszew;31;15;44;18;53;16;15;42;27;36;12;4;;;;;;;;;;;;;;;11;31;7;29;27;;;;;;;;;;
Łódzkie;Kutnowski;Kutno;Gmina wiejska;1002062;89282;dla młodzieży;Tak;KATOLICKA SZKOŁA PODSTAWOWA SPSK IM. GEN. WŁADYSŁAWA ANDERSA;Wierzbie;34;8;30;14;22;22;8;19;9;22;24;8;21;7;20;;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Kutno;Gmina wiejska;1002062;72356;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. BOHATERÓW WALK NAD BZURĄ WE WROCZYNACH;Wroczyny;59a;8;43;18;45;22;8;43;27;30;20;8;45;33;27;;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Kutno;Gmina wiejska;1002062;80633;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. WŁ. ST. REYMONTA W GOŁĘBIEWKU;Gołębiewek Nowy;54;26;47;17;50;27;26;54;30;48;36;14;64;27;61;91;;;;;;;;;;;12;49;19;48;;;;;;;;;;;
Łódzkie;Kutnowski;Kutno;Gmina wiejska;1002062;73092;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W STRZEGOCINIE;Strzegocin;4;11;50;18;56;;11;35;26;28;16;11;48;30;36;16;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Kutno;Gmina miejska;1002011;31728;dla młodzieży;Tak;PUBLICZNA KATOLICKA SZKOŁA PODSTAWOWA IM. ŚW. STANISŁAWA KOSTKI W KUTNIE;Kutno;ul. Papieża Jana Pawła II 2;23;59;20;58;80;23;50;23;44;36;23;69;25;71;56;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Łanięta;Gmina wiejska;1002072;63405;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W ŁANIĘTACH;Łanięta;13a;35;45;19;47;24;35;30;23;24;16;35;35;25;24;16;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Nowe Ostrowy;Gmina wiejska;1002082;41790;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. MIECZYSŁAWY BUTLER W OSTROWACH;Ostrowy;8;32;53;20;58;36;32;48;30;38;20;32;57;27;63;76;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Nowe Ostrowy;Gmina wiejska;1002082;41791;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. BOHATERÓW BITWY NAD BZURĄ W IMIELNIE;Imielno;41B;16;68;12;69;62;16;40;24;28;28;16;53;30;47;20;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Oporów;Gmina wiejska;1002092;11118;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. 37 ŁĘCZYCKIEGO P. P. KS. JÓZEFA PONIATOWSKIEGO W SZCZYCIE;Szczyt;6A;7;50;17;58;;7;55;16;52;72;7;41;29;31;20;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Oporów;Gmina wiejska;1002092;11101;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W OPOROWIE IM. JANA PAWŁA II;Oporów;57;12;69;11;69;69;12;52;28;52;24;12;44;31;38;;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Strzelce;Gmina wiejska;1002102;12206;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. SZARYCH SZEREGÓW W STRZELCACH;Strzelce;ul. Szkolna 3;39;57;17;62;62;39;56;30;60;88;38;55;32;49;98;;;;;;;;;;;1;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Żychlin;Miasto;1002114;29163;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 1 W ŻYCHLINIE;Żychlin;ul. Łukasińskiego 21;23;49;20;44;44;23;30;26;24;24;23;47;29;51;13;;;;;;;;;;;;;;;;2;;;;;;;;;
Łódzkie;Kutnowski;Żychlin;Miasto;1002114;84067;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 2 W ŻYCHLINIE IM. JANA PAWŁA II;Żychlin;ul. Stefana Żeromskiego 8;66;52;13;56;64;66;60;25;64;88;66;68;29;79;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Żychlin;Obszar wiejski;1002115;29065;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. MARII KOWNACKIEJ W GRABOWIE;Grabów;ul. Szkolna 4;37;44;18;42;31;37;41;27;32;16;37;51;30;45;20;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Kutnowski;Żychlin;Miasto;1002114;49157;dla młodzieży;Tak;SZKOŁA PODSTAWOWA SPECJALNA NR 3 W ŻYCHLINIE;Żychlin;ul. Dobrzelińska 6;9;19;16;13;9;8;16;9;12;12;8;24;22;17;15;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Łaski;Buczek;Gmina wiejska;1003012;11926;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W BUCZKU;Buczek;ul. Szkolna 3;44;51;20;55;56;44;57;27;60;88;44;56;28;57;18;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Łaski;Buczek;Gmina wiejska;1003012;262912;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W CZESTKOWIE;Czestków B;10c;21;48;13;44;58;21;51;28;44;20;21;54;30;42;20;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Łaski;Łask;Miasto;1003024;40655;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 1 IM. TADEUSZA KOŚCIUSZKI W ŁASKU;Łask;ul. 9 Maja 12;97;60;17;62;51;97;53;26;56;20;95;72;28;85;100;;;;;;;;;;;2;;;;;;;;;;;;;;
Łódzkie;Łaski;Łask;Obszar wiejski;1003025;40827;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. WOJSKA POLSKIEGO W WIEWIÓRCZYNIE;Wiewiórczyn;ul. Szkolna 1;19;61;14;60;60;19;43;23;36;16;19;55;25;58;22;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Łaski;Łask;Obszar wiejski;1003025;5292;dla młodzieży;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA IM. LOTNIKÓW ŁASKICH W TEODORACH;Teodory;62;15;52;16;53;27;15;52;29;44;44;15;56;34;51;100;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Łaski;Łask;Miasto;1003024;66470;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 5 IM. MIKOŁAJA KOPERNIKA W ŁASKU;Łask;ul. Szkolna 1;121;59;19;62;64;121;63;29;72;100;119;70;29;82;100;;;;;;;;;;;2;;;;;;;;;;;;;;
Łódzkie;Łaski;Łask;Miasto;1003024;66295;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 4 W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCĄCYCH IM. IGNACEGO JANA PADEREWSKIEGO W ŁASKU - KOLUMNIE;Łask;ul. Toruńska 1;71;64;15;64;58;72;62;27;64;96;72;80;23;91;98;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Łaski;Łask;Obszar wiejski;1003025;44611;dla młodzieży;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA W ŁOPATKACH;Łopatki;24;6;59;9;60;60;6;40;16;44;;6;52;25;40;;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Łaski;Łask;Obszar wiejski;1003025;3668;dla młodzieży;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA WE WRZESZCZEWICACH;Wrzeszczewice;14;5;55;19;60;;5;50;32;36;;5;55;37;71;91;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Łaski;Łask;Obszar wiejski;1003025;4346;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W BAŁUCZU;Kolonia Bałucz;32;16;45;21;52;20;16;40;22;34;20;16;45;26;37;22;;;;;;;;;;;;;;;;;;;;;;;;;
Łódzkie;Łaski;Łask;Obszar wiejski;1003025;4330;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W OKUPIE;Okup Mały;ul. Akacjowa 4;21;54;15;60;60;21;51;29;40;20;21;68;23;62;60;;;;;;;;;;;;;;;;;;;;;;;;;
