województwo,powiat,gmina,Typ gminy,Kod teryt gminy,RSPO,"rodzaj placówki",czy publiczna,Nazwa szkoły,Miejscowość,Ulica nr,język polski liczba zdających,język polski wynik średni (%),język polski odchylenie standardowe (%),język polski mediana (%),język polski modalna (%),matematyka liczba zdających,matematyka wynik średni (%),matematyka odchylenie standardowe (%),matematyka mediana (%),matematyka modalna (%),język angielski liczba zdających,język angielski wynik średni (%),język angielski odchylenie standardowe (%),język angielski mediana (%),język angielski modalna (%),język francuski liczba zdających,język francuski wynik średni (%),język francuski odchylenie standardowe (%),język francuski mediana (%),język francuski modalna (%),język hiszpański liczba zdających,język hiszpański wynik średni (%),język hiszpański odchylenie standardowe (%),język hiszpański mediana (%),język hiszpański modalna (%),język niemiecki liczba zdających,język niemiecki wynik średni (%),język niemiecki odchylenie standardowe (%),język niemiecki mediana (%),język niemiecki modalna (%),język rosyjski liczba zdających,język rosyjski wynik średni (%),język rosyjski odchylenie standardowe (%),język rosyjski mediana (%),język rosyjski modalna (%),język włoski liczba zdających,język włoski wynik średni (%),język włoski odchylenie standardowe (%),język włoski mediana (%),język włoski modalna (%)
Łódzkie,Bełchatowski,Bełchatów,Gmina miejska,1001011,40095,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 8 IM. JANA BRZECHWY Z ODDZIAŁAMI INTEGRACYJNYMI,Bełchatów,os. osiedle Dolnośląskie 112a,79,63,16,67,67,79,52,30,44,24,79,67,30,82,91,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Bełchatów,Gmina miejska,1001011,46583,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 9 IM. ALINY I CZESŁAWA CENTKIEWICZÓW,Bełchatów,os. osiedle Dolnośląskie 204A,93,66,15,69,73,92,54,28,52,96,94,67,25,73,91,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Bełchatów,Gmina miejska,1001011,43853,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 5 IM. ŻOŁNIERZY WOJSKA POLSKIEGO,Bełchatów,ul. Szkolna 10,46,64,16,64,64,46,56,27,56,20,46,69,26,78,60,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Bełchatów,Gmina miejska,1001011,43849,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. STANISŁAWA JACHOWICZA Z ODDZIAŁAMI INTEGRACYJNYMI,Bełchatów,ul. Dąbrowskiego 11,146,70,15,73,76,146,58,27,56,40,145,72,26,84,93,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Bełchatów,Gmina miejska,1001011,43854,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 12 IM. KORNELA MAKUSZYŃSKIEGO,Bełchatów,ul. Witolda Budryka 7,84,64,19,67,80,84,51,28,48,28,85,69,25,78,95,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Bełchatów,Gmina miejska,1001011,43850,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 4 IM. STEFANA ŻEROMSKIEGO,Bełchatów,ul. Lipowa 11,76,69,17,72,78,76,41,27,34,24,76,58,31,67,96,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Bełchatów,Gmina miejska,1001011,43851,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM. ŻOŁNIERZY POW,Bełchatów,ul. Sienkiewicza 25,101,69,16,73,78,101,57,28,60,24,102,69,26,78,89,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Bełchatów,Gmina miejska,1001011,43855,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 13 IM. UNICEF Z ODDZIAŁAMI INTEGRACYJNYMI,Bełchatów,ul. Juliusza Słowackiego 8,108,66,16,69,60,108,57,30,60,24,108,69,27,78,98,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Bełchatów,Gmina miejska,1001011,124246,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA,Bełchatów,ul. Lipowa 5,34,73,9,76,76,34,79,16,84,92,34,86,18,95,95,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Bełchatów,Gmina wiejska,1001022,262660,dla młodzieży,Tak,SZKOŁA PODSTAWOWA SPECJALNA W ŁĘKAWIE,Łękawa,9,5,32,17,22,22,5,18,9,16,8,5,29,25,13,13,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Bełchatów,Gmina wiejska,1001022,85810,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. GEN. JANUSZA GŁUCHOWSKIEGO W DOBIECINIE,Korczew,37,17,61,20,64,27,17,50,31,44,8,17,53,29,51,31,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Bełchatów,Gmina wiejska,1001022,84226,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KOWNACKIEJ W DOMIECHOWICACH,Domiechowice,80,25,67,11,67,78,25,49,25,48,24,25,61,29,65,58,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Bełchatów,Gmina wiejska,1001022,85843,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA SZAFERA W JANOWIE,Janów,1,17,71,10,71,62,17,51,31,48,16,17,59,26,58,29,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Bełchatów,Gmina wiejska,1001022,85811,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.ALFONSA BRANDTA W KURNOSIE DRUGIM,Kurnos Drugi,175,29,57,17,60,62,29,33,23,28,16,29,52,30,44,93,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Bełchatów,Gmina wiejska,1001022,85844,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.KOMISJI EDUKACJI NARODOWEJ W ŁĘKAWIE,Łękawa,4,15,68,14,69,56,15,58,26,56,48,15,61,21,58,58,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Bełchatów,Gmina wiejska,1001022,85842,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA BRZECHWY W DOBRZELOWIE,Dobrzelów,7,31,65,17,67,64,31,54,29,60,28,31,59,28,60,78,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Drużbice,Gmina wiejska,1001032,262248,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IMIENIA HENRYKA SIENKIEWICZA W RASACH,Rasy,27,21,55,18,53,51,21,50,28,52,20,21,50,31,36,84,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Drużbice,Gmina wiejska,1001032,80003,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.TADEUSZA KOŚCIUSZKI W DRUŻBICACH,Drużbice,15,27,64,10,64,64,27,53,25,48,24,27,55,26,51,45,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Drużbice,Gmina wiejska,1001032,60839,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W WADLEWIE,Wadlew,59,17,69,12,69,67,17,58,27,48,40,17,56,30,64,16,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Kleszczów,Gmina wiejska,1001042,17149,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W KLESZCZOWIE,Kleszczów,ul. Szkolna 4,63,70,16,76,78,63,63,30,68,88,63,68,27,76,95,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Kleszczów,Gmina wiejska,1001042,17151,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W ŁĘKIŃSKU,Łękińsko,ul. Szkolna 20,36,68,18,72,71,36,55,30,60,96,36,63,29,66,18,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Kluki,Gmina wiejska,1001052,70506,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.ŚW. JANA PAWŁA II W KASZEWICACH,Kaszewice,48,14,69,12,70,67,14,42,28,34,12,14,70,22,73,49,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Kluki,Gmina wiejska,1001052,70549,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WANDY MALCZEWSKIEJ W PARZNIE,Parzno,33,13,70,12,69,80,13,59,24,60,52,13,57,28,51,96,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Kluki,Gmina wiejska,1001052,70681,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KLUKACH,Kluki,ul. Szkolna 4,21,65,16,69,69,21,58,29,60,40,20,70,29,85,87,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Rusiec,Gmina wiejska,1001062,122473,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W ZESPOLE SZKOLNO-PRZEDSZKOLNYM W RUŚCU,Rusiec,ul. Wieluńska 33,23,53,19,58,64,23,49,26,52,8,23,61,30,76,15,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Rusiec,Gmina wiejska,1001062,121824,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W ZESPOLE SZKOLNO-PRZEDSZKOLNYM W WOLI WIĄZOWEJ,Wola Wiązowa,42,21,62,17,62,62,21,38,22,28,28,21,47,29,33,33,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Szczerców,Gmina wiejska,1001072,18335,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KS. JÓZEFA BARANOWICZA W SZCZERCOWIE,Szczerców,ul. Łaska 8,88,70,12,71,69,88,50,28,44,20,88,67,27,74,96,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Szczerców,Gmina wiejska,1001072,19080,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W OSINACH,Osiny,13,6,60,23,58,,6,45,23,40,,6,58,32,58,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Szczerców,Gmina wiejska,1001072,18745,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W CHABIELICACH,Chabielice,5,12,66,10,67,60,12,47,30,46,16,12,50,22,44,58,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Zelów,Obszar wiejski,1001085,133953,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANUSZA KUSOCIŃSKIEGO W ŁOBUDZICACH Z FILIĄ W BUJNACH SZLACHECKICH,Łobudzice,54,20,60,13,61,51,20,47,25,42,20,20,66,30,80,31,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Zelów,Obszar wiejski,1001085,39746,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W WYGIEŁZOWIE,Wygiełzów,17,26,65,10,64,64,26,56,23,54,32,26,55,29,51,27,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Zelów,Obszar wiejski,1001085,39747,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W KOCISZEWIE,Kociszew,32,19,62,18,67,51,19,41,27,32,24,19,55,27,60,87,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Zelów,Miasto,1001084,38999,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 4 IM. HENRYKA SIENKIEWICZA W ZELOWIE,Zelów,ul. Stefana Żeromskiego 53,83,60,16,62,58,83,40,24,32,24,83,59,27,62,27,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Bełchatowski,Zelów,Miasto,1001084,35208,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. TADEUSZA KOŚCIUSZKI Z ODDZIAŁAMI INTEGRACYJNYMI W ZELOWIE,Zelów,ul. Tadeusza Kościuszki 40/42,55,64,18,64,44,56,50,29,48,16,56,51,27,45,13,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Brzeziński,Brzeziny,Gmina miejska,1021011,262520,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM. WŁADYSŁAWA STANISŁAWA REYMONTA W BRZEZINACH,Brzeziny,ul. Bohaterów Warszawy 4,20,72,12,71,62,21,68,29,72,92,21,80,26,91,96,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Brzeziński,Brzeziny,Gmina miejska,1021011,40685,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. KAZIMIERZA WIELKIEGO W BRZEZINACH,Brzeziny,ul. Stanisława Moniuszki 21,43,68,15,71,73,43,52,24,48,44,42,71,25,79,98,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,Brzeziński,Brzeziny,Gmina miejska,1021011,40683,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM ANDRZEJA FRYCZA MODRZEWSKIEGO W BRZEZINACH,Brzeziny,ul. Henryka Sienkiewicza 17,78,70,15,73,73,78,69,25,72,96,77,74,24,84,95,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,Brzeziński,Brzeziny,Gmina wiejska,1021022,41107,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W BOGDANCE,Bogdanka,5,12,70,10,71,58,12,48,19,42,36,12,54,22,47,44,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Brzeziński,Brzeziny,Gmina wiejska,1021022,41106,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W DĄBRÓWCE DUŻEJ,Dąbrówka Duża,60,16,60,16,59,58,16,47,24,44,24,16,57,28,59,89,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Brzeziński,Brzeziny,Gmina wiejska,1021022,41105,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W GAŁKÓWKU-KOLONII,Gałkówek-Kolonia,38,12,69,7,67,67,12,71,18,70,88,12,64,26,61,38,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Brzeziński,Dmosin,Gmina wiejska,1021032,27278,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KOŁACINIE,Kołacin,105A,18,48,17,44,44,18,44,27,34,20,18,56,32,57,15,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Brzeziński,Dmosin,Gmina wiejska,1021032,48118,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA BRZECHWY W DMOSINIE,Dmosin,1C,25,57,15,60,67,25,49,25,48,12,24,62,30,66,44,,,,,,,,,,,,,,,,2,,,,,,,,,
Łódzkie,Brzeziński,Jeżów,Miasto,1021044,42854,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. BOHATERÓW WRZEŚNIA 1939R,Jeżów,ul. Wojska Polskiego 2,44,61,17,62,58,44,47,31,32,20,41,49,29,40,18,,,,,,,,,,,2,,,,,1,,,,,,,,,
Łódzkie,Brzeziński,Rogów,Gmina wiejska,1021052,15928,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA STANISŁAWA REYMONTA W PRZYŁĘKU DUŻYM,Przyłęk Duży,49,10,64,17,68,73,10,37,19,36,24,10,36,23,25,18,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Brzeziński,Rogów,Gmina wiejska,1021052,11534,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W ROGOWIE,Rogów,ul. Szkolna 4,43,71,17,73,73,43,56,30,56,96,43,64,28,73,84,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Bedlno,Gmina wiejska,1002022,14954,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W ŻERONICACH,Żeronice,37A,13,56,17,53,33,13,41,25,40,20,13,45,26,33,20,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Bedlno,Gmina wiejska,1002022,14934,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W SZEWCACH NADOLNYCH IM. BOHATERÓW WALK NAD BZURĄ,Szewce Nadolne,14,15,69,12,71,62,15,33,19,28,24,15,48,28,42,20,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Bedlno,Gmina wiejska,1002022,14997,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W PNIEWIE,Pniewo Małe,21A,7,44,22,49,,7,25,15,24,12,7,55,35,42,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Bedlno,Gmina wiejska,1002022,14973,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. 37 ŁĘCZYCKIEGO PUŁKU PIECHOTY IM. KS. J. PONIATOWSKIEGO W PLECKIEJ DĄBROWIE,Plecka Dąbrowa,6,11,61,13,64,60,11,55,22,56,76,11,72,25,76,27,,,,,,,,,,,,,,,,1,,,,,,,,,
Łódzkie,Kutnowski,Bedlno,Gmina wiejska,1002022,133647,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ŚW. JANA PAWŁA II W BEDLNIE,Bedlno,31A,9,55,12,56,67,9,28,13,24,16,9,40,26,35,7,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Dąbrowice,Miasto,1002034,121761,dla młodzieży,Tak,ZESPÓŁ SZKÓŁ SZKOLA PODSTAWOWA W DĄBROWICACH,Dąbrowice,ul. Kłodawska 1,35,61,17,62,51,35,47,28,40,16,35,47,27,40,16,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Krośniewice,Obszar wiejski,1002045,17041,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. GEN. WŁADYSŁAWA ANDERSA W NOWEM,Nowe,36,24,57,15,60,53,24,36,18,32,32,24,51,30,45,18,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Krośniewice,Miasto,1002044,16820,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 W KROŚNIEWICACH,Krośniewice,ul. Łęczycka 17,56,57,20,60,73,56,36,25,26,20,57,47,29,35,24,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Krośniewice,Obszar wiejski,1002045,17140,dla młodzieży,Nie,"SZKOŁA PODSTAWOWA FUNDACJI ""ELEMENTARZ"" Z ODDZIAŁEM PRZEDSZKOLNYM W JANKOWICACH",Jankowice,32,17,50,27,51,51,17,37,23,28,24,16,55,28,52,15,1,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Krzyżanów,Gmina wiejska,1002052,59561,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W KRZYŻANOWIE,Krzyżanów,6,12,61,12,63,60,12,54,28,52,52,12,50,27,39,36,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Krzyżanów,Gmina wiejska,1002052,4775,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. IRENY KOSMOWSKIEJ W KASZEWACH DWORNYCH,Kaszewy Dworne,19,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Krzyżanów,Gmina wiejska,1002052,59552,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. PROF. WŁADYSŁAWA SZAFERA W KTERACH,Ktery,34,6,60,8,61,62,6,37,8,40,40,6,56,28,55,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Kutno,Gmina miejska,1002011,263969,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA,Kutno,ul. dr. Antoniego Troczewskiego 2,24,68,12,70,78,24,51,28,52,32,24,70,24,78,67,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Kutno,Gmina miejska,1002011,34266,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM.TADEUSZA KOŚCIUSZKI W KUTNIE,Kutno,ul. Kanclerza Andrzeja Zamoyskiego 1,191,66,17,69,76,191,50,29,44,24,194,67,29,78,93,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Kutno,Gmina miejska,1002011,34265,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,Kutno,ul. Władysława Jagiełły 6,117,63,15,64,62,118,53,27,56,68,117,72,27,84,95,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Kutno,Gmina miejska,1002011,31727,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 6 IM. MARII SKŁODOWSKIEJ - CURIE W KUTNIE,Kutno,ul. Łąkoszyńska 9,84,67,15,70,71,84,61,26,68,68,85,73,25,82,98,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Kutno,Gmina miejska,1002011,31729,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE,Kutno,ul. Narutowicza 22,54,64,13,63,58,54,39,25,32,24,54,57,30,58,20,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Kutno,Gmina miejska,1002011,31717,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA,Kutno,ul. Konduktorska 13,28,61,19,65,56,28,51,29,46,16,28,66,28,79,95,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Kutno,Gmina miejska,1002011,263961,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,Kutno,ul. Staszica 6,17,57,17,60,60,17,42,17,36,32,17,65,28,84,93,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Kutno,Gmina wiejska,1002062,74790,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W BYSZEWIE,Byszew,31,20,63,17,67,67,20,42,24,34,24,20,71,26,84,91,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Kutno,Gmina wiejska,1002062,89282,dla młodzieży,Tak,KATOLICKA SZKOŁA PODSTAWOWA SPSK IM. GEN. WŁADYSŁAWA ANDERSA,Wierzbie,34,9,50,12,56,58,9,17,9,12,12,9,34,19,35,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Kutno,Gmina wiejska,1002062,72356,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. BOHATERÓW WALK NAD BZURĄ WE WROCZYNACH,Wroczyny,59a,6,46,7,46,44,6,18,9,16,16,6,40,30,24,15,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Kutno,Gmina wiejska,1002062,80633,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁ. ST. REYMONTA W GOŁĘBIEWKU,Gołębiewek Nowy,54,33,56,17,56,78,33,55,28,48,96,32,64,31,81,87,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Kutno,Gmina wiejska,1002062,73092,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W STRZEGOCINIE,Strzegocin,4,11,66,9,67,62,11,54,28,48,44,11,65,29,69,69,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Kutno,Gmina miejska,1002011,31728,dla młodzieży,Tak,PUBLICZNA KATOLICKA SZKOŁA PODSTAWOWA IM. ŚW. STANISŁAWA KOSTKI W KUTNIE,Kutno,ul. Papieża Jana Pawła II 2,16,66,13,64,62,16,44,24,36,28,16,67,29,78,78,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Nowe Ostrowy,Gmina wiejska,1002082,41790,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MIECZYSŁAWY BUTLER W OSTROWACH,Ostrowy,8,32,55,15,57,58,32,29,18,24,20,32,51,24,47,31,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Nowe Ostrowy,Gmina wiejska,1002082,41791,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. BOHATERÓW BITWY NAD BZURĄ W IMIELNIE,Imielno,41B,10,74,8,76,78,10,42,21,40,40,10,51,30,39,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Oporów,Gmina wiejska,1002092,11118,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. 37 ŁĘCZYCKIEGO P. P. KS. JÓZEFA PONIATOWSKIEGO W SZCZYCIE,Szczyt,6A,9,73,7,71,69,9,69,22,80,80,9,70,24,84,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Oporów,Gmina wiejska,1002092,11101,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W OPOROWIE IM. JANA PAWŁA II,Oporów,57,13,66,11,67,67,13,46,23,40,28,13,53,29,49,15,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Strzelce,Gmina wiejska,1002102,12206,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. SZARYCH SZEREGÓW W STRZELCACH,Strzelce,ul. Szkolna 3,52,59,16,62,64,52,48,29,48,16,52,53,29,48,20,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Łanięta,Gmina wiejska,1002072,63405,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W ŁANIĘTACH,Łanięta,13a,29,58,19,60,58,29,46,27,44,52,29,51,28,42,42,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Żychlin,Miasto,1002114,29163,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 W ŻYCHLINIE,Żychlin,ul. Łukasińskiego 21,35,63,17,64,31,35,37,26,28,12,34,50,28,46,18,,,,,,,,,,,,,,,,2,,,,,,,,,
Łódzkie,Kutnowski,Żychlin,Miasto,1002114,84067,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 W ŻYCHLINIE IM. JANA PAWŁA II,Żychlin,ul. Stefana Żeromskiego 8,72,60,15,62,62,72,51,30,42,28,72,60,28,62,29,,,,,,,,,,,,,,,,1,,,,,,,,,
Łódzkie,Kutnowski,Żychlin,Obszar wiejski,1002115,83694,dla młodzieży,Nie,SPOŁECZNA SZKOŁA PODSTAWOWA W ORĄTKACH,Orątki Dolne,1,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Żychlin,Obszar wiejski,1002115,29065,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KOWNACKIEJ W GRABOWIE,Grabów,ul. Szkolna 4,23,55,16,60,64,23,44,26,40,24,23,48,28,38,25,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Kutnowski,Żychlin,Miasto,1002114,49157,dla młodzieży,Tak,SZKOŁA PODSTAWOWA SPECJALNA NR 3 W ŻYCHLINIE,Żychlin,ul. Dobrzelińska 6,13,34,13,36,27,13,18,10,20,4,13,20,7,20,16,,,,,,,,,,,,,,,,,,,,,,,,,
