województwo,powiat,gmina,Typ gminy,Kod teryt gminy,RSPO,"rodzaj placówki",czy publiczna,Nazwa szkoły,Miejscowość,Ulica nr,język polski liczba zdających,język polski wynik średni (%),język polski odchylenie standardowe (%),język polski mediana (%),język polski modalna (%),matematyka liczba zdających,matematyka wynik średni (%),matematyka odchylenie standardowe (%),matematyka mediana (%),matematyka modalna (%),język angielski liczba zdających,język angielski wynik średni (%),język angielski odchylenie standardowe (%),język angielski mediana (%),język angielski modalna (%),język francuski liczba zdających,język francuski wynik średni (%),język francuski odchylenie standardowe (%),język francuski mediana (%),język francuski modalna (%),język hiszpański liczba zdających,język hiszpański wynik średni (%),język hiszpański odchylenie standardowe (%),język hiszpański mediana (%),język hiszpański modalna (%),język niemiecki liczba zdających,język niemiecki wynik średni (%),język niemiecki odchylenie standardowe (%),język niemiecki mediana (%),język niemiecki modalna (%),język rosyjski liczba zdających,język rosyjski wynik średni (%),język rosyjski odchylenie standardowe (%),język rosyjski mediana (%),język rosyjski modalna (%),język włoski liczba zdających,język włoski wynik średni (%),język włoski odchylenie standardowe (%),język włoski mediana (%),język włoski modalna (%)
Łódzkie,Skierniewice,Skierniewice,Gmina miejska,1063011,81549,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 5 IM. JANA PAWŁA II W SKIERNIEWICACH,Skierniewice,ul. Marii Konopnickiej 5,129,71,14,71,69,129,61,27,60,100,129,74,25,84,96,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewice,Skierniewice,Gmina miejska,1063011,81553,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 9 IM. MARII GRZEGORZEWSKIEJ W SKIERNIEWICACH,Skierniewice,ul. Kazimierza Przerwy-Tetmajera 7,125,73,13,76,80,125,60,26,60,92,125,78,22,87,93,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewice,Skierniewice,Gmina miejska,1063011,79083,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 7 IM. KORNELA MAKUSZYŃSKIEGO W SKIERNIEWICACH,Skierniewice,ul. św. Maksymiliana Kolbe 30,42,57,15,56,44,42,51,26,46,32,42,63,27,68,51,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewice,Skierniewice,Gmina miejska,1063011,79080,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. TADEUSZA KOŚCIUSZKI W SKIERNIEWCACH,Skierniewice,ul. 1 Maja 15,136,58,16,60,62,136,47,27,40,24,136,63,27,65,96,,,,,,,,,,,,,,,,2,,,,,,,,,
Łódzkie,Skierniewice,Skierniewice,Gmina miejska,1063011,79079,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. HENRYKA SIENKIEWICZA W SKIERNIEWICACH,Skierniewice,ul. Jana Kilińskiego 9,31,49,16,49,42,31,28,18,24,24,31,45,28,27,27,,,,,,,,,,,,,,,,1,,,,,,,,,
Łódzkie,Skierniewice,Skierniewice,Gmina miejska,1063011,79081,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 4 IM. MARII SKŁODOWSKIEJ-CURIE W SKIERNIEWICACH,Skierniewice,ul. Jasna 30,117,65,14,67,67,116,54,30,52,92,115,74,25,84,95,,,,,,,,,,,,,,,,1,,,,,,,,,
Łódzkie,Skierniewice,Skierniewice,Gmina miejska,1063011,85915,dla młodzieży,Nie,SZKOŁA PODSTAWOWA IM. KS. STANISŁAWA KONARSKIEGO W SKIERNIEWICACH,Skierniewice,ul. ks. kard. Prymasa Stefana Wyszyńskiego 12,27,71,10,71,62,27,85,20,92,96,27,90,14,93,91,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewice,Skierniewice,Gmina miejska,1063011,118727,dla młodzieży,Nie,"NIEPUBLICZNA SZKOŁA PODSTAWOWA ""ŹRÓDŁA"" IM. ŚW. STANISŁAWA KOSTKI W SKIERNIEWICACH",Skierniewice,al. Niepodległości 4,9,65,11,67,73,9,78,22,92,96,9,76,25,87,95,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewice,Skierniewice,Gmina miejska,1063011,127603,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA NOVUM W SKIERNIEWICACH,Skierniewice,ul. Melchiora Wańkowicza 9,11,33,25,27,11,11,20,6,20,20,11,27,17,25,36,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Bolimów,Obszar wiejski,1015015,11497,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KĘSZYCACH,Kęszyce-Wieś,50,11,69,13,67,64,11,61,21,64,32,11,59,28,58,18,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Bolimów,Obszar wiejski,1015015,11496,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W HUMINIE,Humin,44A,6,54,17,58,,6,59,29,56,,6,53,30,44,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Bolimów,Miasto,1015014,9090,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.HENRYKA DĄBROWSKIEGO W BOLIMOWIE,Bolimów,ul. Sokołowska 24,30,78,10,76,76,30,58,24,52,44,29,66,27,73,35,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Godzianów,Gmina wiejska,1015032,57641,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W GODZIANOWIE,Godzianów,ul. Sportowa 4,31,74,13,76,51,31,60,27,64,24,31,63,29,75,40,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Godzianów,Gmina wiejska,1015032,56447,dla młodzieży,Tak,SZKOŁAPODSTAWOWA W LNIŚNIE,Lnisno,69A,7,51,15,51,,7,54,23,56,56,7,53,29,36,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Głuchów,Gmina wiejska,1015022,58848,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARCINA WASILEWSKIEGO W GŁUCHOWIE,Głuchów,ul. Rawska 9,17,58,18,60,56,17,53,30,52,36,17,51,32,49,9,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Głuchów,Gmina wiejska,1015022,61908,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W MICHOWICACH,Michowice,51,6,61,19,63,,6,64,29,68,96,6,52,30,46,27,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Głuchów,Gmina wiejska,1015022,58585,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.KSIĘCIA JÓZEFA PONIATOWSKIEGO W WYSOKIENICACH,Wysokienice,32,7,64,19,62,,7,59,27,64,,7,55,29,45,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Głuchów,Gmina wiejska,1015022,58850,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W ZŁOTEJ,Złota,76,7,71,12,76,,7,69,27,76,,7,74,24,84,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Głuchów,Gmina wiejska,1015022,54005,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W BIAŁYNINIE,Białynin,49,11,68,18,71,,11,71,33,88,96,11,53,32,45,13,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Głuchów,Gmina wiejska,1015022,58563,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W JANISŁAWICACH,Janisławice,49,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Kowiesy,Gmina wiejska,1015042,64390,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W KOWIESACH,Kowiesy,81,36,71,14,76,78,36,53,30,50,20,36,55,29,51,38,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Lipce Reymontowskie,Gmina wiejska,1015052,49790,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁ. ST. REYMONTA W LIPCACH REYMONTOWSKICH,Lipce Reymontowskie,ul. Reymonta 15,31,64,15,58,51,31,52,28,56,88,31,67,24,76,38,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Lipce Reymontowskie,Gmina wiejska,1015052,103758,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W DRZEWCACH,Drzewce,165,5,69,11,64,64,5,55,14,52,52,5,59,32,47,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Lipce Reymontowskie,Gmina wiejska,1015052,56669,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W MSZADLI,Mszadla,98,6,53,12,52,51,6,56,17,50,44,6,54,29,59,73,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Maków,Gmina wiejska,1015062,22689,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W DĄBROWICACH,Dąbrowice,86,19,76,10,80,76,19,64,27,68,88,19,67,26,65,84,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Maków,Gmina wiejska,1015062,85513,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. BOLESŁAWA CHROBREGO W PSZCZONOWIE,Pszczonów,53,5,57,13,64,,5,56,27,56,,5,52,26,55,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Maków,Gmina wiejska,1015062,22722,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KSIĘDZA STEFANA KARDYNAŁA WYSZYŃSKIEGO W WOLI MAKOWSKIEJ,Wola Makowska,25B,15,65,18,67,69,15,57,29,56,40,15,66,32,85,98,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Maków,Gmina wiejska,1015062,22686,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KS. JANA TWARDOWSKIEGO W MAKOWIE Z FILIĄ W ŚWIĘTEM,Maków,ul. Główna 4,33,75,11,76,73,33,66,25,76,84,33,73,24,85,91,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Maków,Gmina wiejska,1015062,22704,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W SŁOMKOWIE,Słomków,ul. Główna 68,7,69,13,71,71,7,51,28,44,,7,52,29,49,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Nowy Kawęczyn,Gmina wiejska,1015072,28220,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ARMII KRAJOWEJ W TRZCIANNIE,Trzcianna,14,13,57,17,58,53,13,49,27,56,24,13,61,31,76,18,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Nowy Kawęczyn,Gmina wiejska,1015072,196420,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JÓZEFA WYBICKIEGO W STRZYBODZE,Strzyboga,29,13,78,9,80,80,13,65,22,68,36,13,69,27,84,93,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Nowy Kawęczyn,Gmina wiejska,1015072,28219,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA ANTONIEGO GRABOWSKIEGO W NOWYM DWORZE,Nowy Dwór-Parcela,60,21,57,14,58,56,21,42,25,32,28,21,49,29,47,13,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Skierniewice,Gmina wiejska,1015082,83525,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. PROF. SZCZEPANA A. PIENIĄŻKA W MIEDNIEWICACH,Miedniewice,88,8,65,16,69,,8,65,24,64,60,8,74,25,84,95,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Skierniewice,Gmina wiejska,1015082,83570,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM JANUSZA KORCZAKA W MOKREJ LEWEJ,Mokra Lewa,75A,14,72,13,75,53,14,59,29,54,36,14,70,23,73,93,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Skierniewice,Gmina wiejska,1015082,83538,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W MOKREJ PRAWEJ,Mokra Prawa,82A,10,57,15,59,,10,44,25,36,36,10,40,25,29,18,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Skierniewice,Gmina wiejska,1015082,83932,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W SIERAKOWICACH PRAWYCH,Sierakowice Prawe,69A,17,58,12,64,64,17,49,29,56,24,17,55,28,60,60,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Skierniewice,Gmina wiejska,1015082,133786,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII RODZIEWICZÓWNY W ŻELAZNEJ,Żelazna,5,9,63,8,64,64,9,49,20,48,28,9,53,21,53,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Skierniewice,Gmina wiejska,1015082,34709,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KS. JANA TWARDOWSKIEGO W DĘBOWEJ GÓRZE,Dębowa Góra,42A,22,62,13,63,62,22,39,21,38,32,22,50,30,46,15,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Słupia,Gmina wiejska,1015092,121702,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W SŁUPI,Słupia,144,7,55,16,49,44,7,58,25,68,,7,58,28,62,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Skierniewicki,Słupia,Gmina wiejska,1015092,121704,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W WINNEJ GÓRZE,Winna Góra,40,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Budziszewice,Gmina wiejska,1016032,112172,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.KARDYNAŁA STEFANA WYSZYŃSKIEGO W BUDZISZEWICACH,Budziszewice,ul. Szkolna 4,39,56,12,58,67,39,50,26,48,24,39,51,27,47,20,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Będków,Gmina wiejska,1016022,90073,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA STANISŁAWA REYMONTA,Będków,ul. Władysława Stanisława Reymonta 11,30,71,9,71,67,30,58,28,58,20,29,67,24,71,75,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Czerniewice,Gmina wiejska,1016042,29141,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM.WOJCIECHA BOGUSŁAWSKIEGO W CZERNIEWICACH,Czerniewice,ul. Mazowiecka 88,80,64,15,64,60,80,53,30,52,52,80,58,32,57,16,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Inowłódz,Gmina wiejska,1016052,75169,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. JULIANA TUWIMA W INOWŁODZU,Inowłódz,ul. Spalska 5,14,70,10,73,73,14,64,24,62,56,14,67,28,77,96,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Inowłódz,Gmina wiejska,1016052,84174,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W BRZUSTOWIE,Brzustów,1,10,65,13,63,62,10,55,30,56,68,10,50,22,60,65,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Inowłódz,Gmina wiejska,1016052,7011,dla młodzieży,Nie,SZKOŁA PODSTAWOWA IM. IGNACEGO MOŚCICKIEGO W KRÓLOWEJ WOLI,Królowa Wola,77,13,71,9,69,69,12,49,28,46,24,13,65,24,76,78,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Lubochnia,Gmina wiejska,1016062,70106,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. POWSTAŃCÓW STYCZNIOWYCH 1863 R. W LUBOCHNI,Lubochnia,ul. Łódzka 19,68,63,15,62,62,69,49,28,44,20,68,60,29,65,25,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Lubochnia,Gmina wiejska,1016062,49107,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA,Glinnik,48A,10,67,15,67,64,10,60,22,68,32,10,53,23,57,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Rokiciny,Gmina wiejska,1016072,69487,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA STANISŁAWA REYMONTA W ROKICINACH,Rokiciny-Kolonia,ul. Henryka Sienkiewicza 17,50,65,15,69,69,50,55,29,58,20,50,64,29,72,87,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Rokiciny,Gmina wiejska,1016072,69489,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W ŁAZNOWIE,Łaznów,65,20,77,15,84,84,20,53,27,50,36,20,57,31,50,22,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Rzeczyca,Gmina wiejska,1016082,29539,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. NARCYZY ŻMICHOWSKIEJ W RZECZYCY,Rzeczyca,ul. Ks. Jędrzeja Kitowicza 4,52,60,16,64,67,52,49,25,48,16,52,55,29,46,91,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,103656,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 6 W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. Gminna 5/9,55,65,11,64,62,55,55,27,56,44,40,54,28,47,100,,,,,,,,,,,15,71,17,69,69,,,,,,,,,,
Łódzkie,Tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,103658,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 10 IM. TOMASZOWSKICH OLIMPIJCZYKÓW W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. Tomasza Ostrowskiego 14,141,65,17,67,73,141,49,28,40,20,111,69,26,73,89,,,,,,,,,,,30,52,24,56,29,,,,,,,,,,
Łódzkie,Tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,133526,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 9 IM. KS. JANA TWARDOWSKIEGO W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. Jałowcowa 8,39,60,20,64,49,39,50,27,52,12,37,54,28,56,56,,,,,,,,,,,2,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,29355,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 12 IM. JANA PAWŁA II W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. Wiejska 29/31,55,65,16,69,71,55,56,29,56,28,46,57,29,60,95,,,,,,,,,,,9,72,13,75,75,,,,,,,,,,
Łódzkie,Tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,29357,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 14 IM. ORŁA BIAŁEGO W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. Juliusza Słowackiego 32/42,64,58,20,62,71,64,41,25,32,24,52,62,29,73,13,,,,,,,,,,,12,33,10,31,35,,,,,,,,,,
Łódzkie,Tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,29351,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 7 W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. Ludwikowska 113/115,37,68,12,69,71,37,58,25,56,44,38,76,20,82,96,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,29356,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 13 POMNIK TYSIĄCLECIA PAŃSTWA POLSKIEGO W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. J. U. Niemcewicza 50/56,65,59,19,67,69,65,44,28,36,16,65,50,30,49,18,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,29349,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. ALEKSANDRA KAMIŃSKIEGO W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. Leona Witolda May'a 11/13,84,73,12,76,78,84,59,26,64,64,84,72,26,83,93,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,120312,dla młodzieży,Nie,KATOLICKA SZKOŁA PODSTAWOWA IM. NIEPOKALANEGO SERCA NAJŚWIĘTSZEJ MARYI PANNY KRÓLOWEJ POLSKI I ŚW. OJCA PIO W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. Warszawska 95/97,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,79831,dla młodzieży,Nie,SZKOŁA PODSTAWOWA TOMEK W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. Sosnowa 62/70,56,68,11,69,73,56,56,27,52,28,59,79,23,89,98,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,29353,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 8 W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. Stolarska 21/27,72,58,16,62,69,72,36,25,24,16,72,53,30,53,27,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,133525,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 11 W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. św. Antoniego 43/45,80,67,15,71,71,80,60,26,60,40,64,73,24,83,89,,,,,,,,,,,16,72,17,79,82,,,,,,,,,,
Łódzkie,Tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,133527,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM. JÓZEFA PIŁSUDSKIEGO W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. Aleja Marszałka Józefa Piłsudskiego 42/46,25,62,19,64,49,25,52,29,48,84,20,72,26,80,67,,,,,,,,,,,5,50,21,35,,,,,,,,,,,
Łódzkie,Tomaszowski,Tomaszów Mazowiecki,Gmina wiejska,1016092,72854,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ZAWADZIE,Zawada,249/255,27,73,19,80,80,27,58,33,68,12,27,65,26,71,96,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Tomaszów Mazowiecki,Gmina wiejska,1016092,31467,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W SMARDZEWICACH,Smardzewice,ul. Główna 10,36,70,15,71,69,36,60,29,68,92,36,64,26,65,60,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Tomaszów Mazowiecki,Gmina wiejska,1016092,43904,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ŚW. HUBERTA W KOMOROWIE,Komorów,ul. Tomaszowska 1,25,62,13,60,60,25,47,31,48,24,4,,,,,,,,,,,,,,,21,62,26,65,25,1,,,,,,,,,
Łódzkie,Tomaszowski,Tomaszów Mazowiecki,Gmina wiejska,1016092,40620,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W WIADERNIE,Wiaderno,1,24,68,12,68,64,24,48,28,40,16,22,64,28,77,16,,,,,,,,,,,2,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Ujazd,Obszar wiejski,1016105,90125,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W OSIEDLU NIEWIADÓW IM. POLSKICH OLIMPIJCZYKÓW,Osiedle Niewiadów,27,18,57,16,59,42,18,55,26,60,68,18,65,27,59,93,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Ujazd,Miasto,1016104,90158,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. OBROŃCÓW WESTERPLATTE W UJEŹDZIE,Ujazd,ul. Rokicińska 6,72,64,19,69,73,72,57,28,54,24,72,66,28,76,95,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Tomaszowski,Żelechlinek,Gmina wiejska,1016112,105711,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W ŻELECHLINKU,Żelechlinek,ul. Wincentego Witosa 1A,50,62,16,68,76,50,48,27,40,28,50,51,29,47,16,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Wieluński,Biała,Gmina wiejska,1017012,34402,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W BIAŁEJ,Biała-Parcela,12,43,71,18,73,73,43,54,27,56,56,43,65,27,67,84,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Wieluński,Biała,Gmina wiejska,1017012,34404,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W NARAMICACH,Naramice,125,27,59,11,60,60,27,60,29,56,88,27,50,29,44,20,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Wieluński,Biała,Gmina wiejska,1017012,30902,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W MŁYNISKU,Młynisko,39,9,49,23,47,24,9,30,18,28,16,9,36,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Wieluński,Czarnożyły,Gmina wiejska,1017022,61591,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W CZARNOŻYŁACH,Czarnożyły,17 a,50,60,18,67,71,50,55,29,52,40,50,56,29,58,62,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Wieluński,Konopnica,Gmina wiejska,1017032,90015,dla młodzieży,Tak,"SZKOŁA PODSTAWOWA IM. 72 PP ""RADOM"" W KONOPNICY",Konopnica,ul. Szkolna 18,30,70,10,69,67,30,44,29,32,24,30,60,27,58,44,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Wieluński,Konopnica,Gmina wiejska,1017032,90012,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W RYCHŁOCICACH,Rychłocice,108a,8,63,7,61,58,8,61,23,60,52,8,51,23,48,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Wieluński,Konopnica,Gmina wiejska,1017032,90013,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W SZYNKIELOWIE,Szynkielów,53,9,65,12,64,67,9,60,28,60,96,9,68,30,85,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,Wieluński,Mokrsko,Gmina wiejska,1017042,92189,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W MOKRSKU,Mokrsko,254,41,65,15,67,60,41,51,26,40,28,42,57,25,61,22,,,,,,,,,,,,,,,,,,,,,,,,,
