ZO,Nazwa,WK,GK,Paragraf,PT,NZ,Regon,Typ,GT,NP,P4,PL,Grupa,NO,WW,Dzial,DW,Rozdzial,PK,NA,ZA
20948.49,Szkoła Podstawowa Nr 1,10,01,479,0,,000903334,JB,1,,0,1630306.00,1400,,1594677.88,801,,80150,02,,1615626.37
127133.83,Szkoła Podstawowa Nr 1,10,01,480,0,,000903334,JB,1,,0,155020.00,1400,,154983.52,801,,80150,02,,154983.52
127133.83,Szkoła Podstawowa Nr 1,10,01,424,0,,000903334,JB,1,,0,75791.94,1100,,75791.94,801,,80153,02,,75791.94
127133.83,Szkoła Podstawowa Nr 1,10,01,605,0,,000903334,JB,1,,0,10000.00,1600,,9991.83,801,,80195,02,,9991.83
127133.83,Szkoła Podstawowa Nr 1,10,01,324,0,,000903334,JB,1,,0,18600.00,1300,,18600.00,854,,85416,02,,18600.00
,Szkoła Podstawowa Nr 6,10,01,302,0,,000903280,JB,1,,0,11547.00,1300,,11542.63,801,,80101,02,,11542.63
14284.63,Szkoła Podstawowa Nr 6,10,01,401,0,,000903280,JB,1,,0,740000.00,1400,,689042.44,801,,80101,02,,703327.07
54354.73,Szkoła Podstawowa Nr 6,10,01,404,0,,000903280,JB,1,,0,53200.00,1400,,53169.21,801,,80101,02,,53169.21
94780.59,Szkoła Podstawowa Nr 6,10,01,411,0,,000903280,JB,1,,0,580012.00,1400,,509935.55,801,,80101,02,,556812.05
10096.96,Szkoła Podstawowa Nr 6,10,01,412,0,,000903280,JB,1,,0,64431.00,1400,,49176.72,801,,80101,02,,54470.15
10096.96,Szkoła Podstawowa Nr 6,10,01,417,0,,000903280,JB,1,,0,6.00,1400,,49176.72,801,,80101,02,,54470.15
10096.96,Szkoła Podstawowa Nr 6,10,01,421,0,,000903280,JB,1,,0,94107.00,1100,,58956.13,801,,80101,02,,58956.13
10096.96,Szkoła Podstawowa Nr 6,10,01,424,0,,000903280,JB,1,,0,19129.00,1100,,19125.60,801,,80101,02,,19125.60
10096.96,Szkoła Podstawowa Nr 6,10,01,426,0,,000903280,JB,1,,0,401300.00,1100,,395155.80,801,,80101,02,,395155.80
10096.96,Szkoła Podstawowa Nr 6,10,01,427,0,,000903280,JB,1,,0,7808.00,1100,,7798.20,801,,80101,02,,7798.20
10096.96,Szkoła Podstawowa Nr 6,10,01,428,0,,000903280,JB,1,,0,4523.00,1100,,4384.00,801,,80101,02,,4384.00
10096.96,Szkoła Podstawowa Nr 6,10,01,430,0,,000903280,JB,1,,0,83514.00,1100,,79459.16,801,,80101,02,,79459.16
10096.96,Szkoła Podstawowa Nr 6,10,01,436,0,,000903280,JB,1,,0,3084.00,1100,,2784.34,801,,80101,02,,2784.34
10096.96,Szkoła Podstawowa Nr 6,10,01,441,0,,000903280,JB,1,,0,689.00,1100,,329.40,801,,80101,02,,329.40
10096.96,Szkoła Podstawowa Nr 6,10,01,444,0,,000903280,JB,1,,0,204094.00,1100,,204094.00,801,,80101,02,,204094.00
10096.96,Szkoła Podstawowa Nr 6,10,01,470,0,,000903280,JB,1,,0,1506.00,1100,,1478.00,801,,80101,02,,1478.00
392.74,Szkoła Podstawowa Nr 6,10,01,471,0,,000903280,JB,1,,0,6000.00,1400,,5085.74,801,,80101,02,,5085.74
64557.52,Szkoła Podstawowa Nr 6,10,01,479,0,,000903280,JB,1,,0,2315317.00,1400,,2210018.08,801,,80101,02,,2274575.60
224319.25,Szkoła Podstawowa Nr 6,10,01,480,0,,000903280,JB,1,,0,217000.00,1400,,216934.39,801,,80101,02,,216934.39
224319.25,Szkoła Podstawowa Nr 6,10,01,605,0,,000903280,JB,1,,0,15000.00,1600,,14991.05,801,,80101,02,,14991.05
224319.25,Szkoła Podstawowa Nr 6,10,01,606,0,,000903280,JB,1,,0,139200.00,1600,,139200.00,801,,80101,02,,139200.00
6390.73,Szkoła Podstawowa Nr 6,10,01,411,0,,000903280,JB,1,,0,43000.00,1400,,37201.98,801,,80107,02,,40598.48
655.95,Szkoła Podstawowa Nr 6,10,01,412,0,,000903280,JB,1,,0,6000.00,1400,,4329.82,801,,80107,02,,4652.89
655.95,Szkoła Podstawowa Nr 6,10,01,444,0,,000903280,JB,1,,0,13164.00,1100,,13164.00,801,,80107,02,,13164.00
655.95,Szkoła Podstawowa Nr 6,10,01,471,0,,000903280,JB,1,,0,90.00,1400,,24.41,801,,80107,02,,24.41
6555.14,Szkoła Podstawowa Nr 6,10,01,479,0,,000903280,JB,1,,0,249000.00,1400,,234690.07,801,,80107,02,,241245.21
17418.33,Szkoła Podstawowa Nr 6,10,01,480,0,,000903280,JB,1,,0,16450.00,1400,,16449.30,801,,80107,02,,16449.30
17418.33,Szkoła Podstawowa Nr 6,10,01,430,0,,000903280,JB,1,,0,7021.00,1100,,16449.30,801,,80146,02,,16449.30
17418.33,Szkoła Podstawowa Nr 6,10,01,470,0,,000903280,JB,1,,0,11702.00,1100,,11702.00,801,,80146,02,,11702.00
17418.33,Szkoła Podstawowa Nr 6,10,01,302,0,,000903280,JB,1,,0,1945.00,1300,,1934.89,801,,80148,02,,1934.89
5014.21,Szkoła Podstawowa Nr 6,10,01,401,0,,000903280,JB,1,,0,229000.00,1400,,218259.81,801,,80148,02,,223274.02
15632.76,Szkoła Podstawowa Nr 6,10,01,404,0,,000903280,JB,1,,0,17700.00,1400,,17668.16,801,,80148,02,,17668.16
6286.13,Szkoła Podstawowa Nr 6,10,01,411,0,,000903280,JB,1,,0,46000.00,1400,,39707.84,801,,80148,02,,43306.72
690.48,Szkoła Podstawowa Nr 6,10,01,412,0,,000903280,JB,1,,0,6400.00,1400,,4381.41,801,,80148,02,,4788.00
690.48,Szkoła Podstawowa Nr 6,10,01,422,0,,000903280,JB,1,,0,220000.00,1100,,216143.59,801,,80148,02,,216143.59
690.48,Szkoła Podstawowa Nr 6,10,01,428,0,,000903280,JB,1,,0,303.00,1100,,237.00,801,,80148,02,,237.00
690.48,Szkoła Podstawowa Nr 6,10,01,444,0,,000903280,JB,1,,0,7350.00,1100,,7350.00,801,,80148,02,,7350.00
690.48,Szkoła Podstawowa Nr 6,10,01,471,0,,000903280,JB,1,,0,70.00,1400,,7350.00,801,,80148,02,,7350.00
2297.71,Szkoła Podstawowa Nr 6,10,01,411,0,,000903280,JB,1,,0,111360.00,1400,,109062.29,801,,80150,02,,111360.00
320.42,Szkoła Podstawowa Nr 6,10,01,412,0,,000903280,JB,1,,0,15850.00,1400,,15529.58,801,,80150,02,,15850.00
320.42,Szkoła Podstawowa Nr 6,10,01,421,0,,000903280,JB,1,,0,43750.00,1100,,43750.00,801,,80150,02,,43750.00
320.42,Szkoła Podstawowa Nr 6,10,01,471,0,,000903280,JB,1,,0,30.00,1400,,43750.00,801,,80150,02,,43750.00
3706.84,Szkoła Podstawowa Nr 6,10,01,479,0,,000903280,JB,1,,0,601500.00,1400,,597793.16,801,,80150,02,,601500.00
3706.84,Szkoła Podstawowa Nr 6,10,01,424,0,,000903280,JB,1,,0,36367.69,1100,,36367.69,801,,80153,02,,36367.69
3706.84,Szkoła Podstawowa Nr 6,10,01,324,0,,000903280,JB,1,,0,4960.00,1300,,4960.00,854,,85416,02,,4960.00
,Szkoła Podstawowa Nr 5,10,01,302,0,,000903297,JB,1,,0,11400.00,1300,,11346.38,801,,80101,02,,11346.38
13777.14,Szkoła Podstawowa Nr 5,10,01,401,0,,000903297,JB,1,,0,640000.00,1400,,614798.45,801,,80101,02,,628575.59
41125.90,Szkoła Podstawowa Nr 5,10,01,404,0,,000903297,JB,1,,0,33200.00,1400,,33133.65,801,,80101,02,,33133.65
59990.43,Szkoła Podstawowa Nr 5,10,01,411,0,,000903297,JB,1,,0,419789.00,1400,,389258.45,801,,80101,02,,418597.57
7213.15,Szkoła Podstawowa Nr 5,10,01,412,0,,000903297,JB,1,,0,65178.00,1400,,40411.59,801,,80101,02,,44638.57
1205.20,Szkoła Podstawowa Nr 5,10,01,417,0,,000903297,JB,1,,0,73000.00,1400,,69679.40,801,,80101,02,,70884.60
1205.20,Szkoła Podstawowa Nr 5,10,01,421,0,,000903297,JB,1,,0,95607.00,1100,,50352.41,801,,80101,02,,50352.41
1205.20,Szkoła Podstawowa Nr 5,10,01,424,0,,000903297,JB,1,,0,25000.00,1100,,25000.00,801,,80101,02,,25000.00
1205.20,Szkoła Podstawowa Nr 5,10,01,426,0,,000903297,JB,1,,0,161000.00,1100,,154144.85,801,,80101,02,,154144.85
1205.20,Szkoła Podstawowa Nr 5,10,01,427,0,,000903297,JB,1,,0,700.00,1100,,645.48,801,,80101,02,,645.48
1205.20,Szkoła Podstawowa Nr 5,10,01,428,0,,000903297,JB,1,,0,5643.00,1100,,4070.00,801,,80101,02,,4070.00
1205.20,Szkoła Podstawowa Nr 5,10,01,430,0,,000903297,JB,1,,0,58000.00,1100,,57704.96,801,,80101,02,,57704.96
1205.20,Szkoła Podstawowa Nr 5,10,01,436,0,,000903297,JB,1,,0,3000.00,1100,,2411.98,801,,80101,02,,2411.98
1205.20,Szkoła Podstawowa Nr 5,10,01,441,0,,000903297,JB,1,,0,2000.00,1100,,47.60,801,,80101,02,,47.60
1205.20,Szkoła Podstawowa Nr 5,10,01,444,0,,000903297,JB,1,,0,181846.00,1100,,172868.00,801,,80101,02,,172868.00
1205.20,Szkoła Podstawowa Nr 5,10,01,470,0,,000903297,JB,1,,0,4000.00,1100,,4000.00,801,,80101,02,,4000.00
15.17,Szkoła Podstawowa Nr 5,10,01,471,0,,000903297,JB,1,,0,250.00,1400,,245.01,801,,80101,02,,245.01
49814.57,Szkoła Podstawowa Nr 5,10,01,479,0,,000903297,JB,1,,0,1747603.00,1400,,1679254.84,801,,80101,02,,1729069.41
138121.47,Szkoła Podstawowa Nr 5,10,01,480,0,,000903297,JB,1,,0,134500.00,1400,,134500.00,801,,80101,02,,134500.00
138121.47,Szkoła Podstawowa Nr 5,10,01,606,0,,000903297,JB,1,,0,76500.00,1600,,73500.00,801,,80101,02,,73500.00
2563.50,Szkoła Podstawowa Nr 5,10,01,411,0,,000903297,JB,1,,0,21600.00,1400,,18140.07,801,,80107,02,,19886.51
303.95,Szkoła Podstawowa Nr 5,10,01,412,0,,000903297,JB,1,,0,2800.00,1400,,1792.94,801,,80107,02,,1979.83
303.95,Szkoła Podstawowa Nr 5,10,01,421,0,,000903297,JB,1,,0,5000.00,1100,,5000.00,801,,80107,02,,5000.00
303.95,Szkoła Podstawowa Nr 5,10,01,444,0,,000903297,JB,1,,0,7437.00,1100,,6700.00,801,,80107,02,,6700.00
3222.33,Szkoła Podstawowa Nr 5,10,01,479,0,,000903297,JB,1,,0,125000.00,1400,,111758.71,801,,80107,02,,114981.04
4778.10,Szkoła Podstawowa Nr 5,10,01,480,0,,000903297,JB,1,,0,12700.00,1400,,1320.52,801,,80107,02,,1320.52
4778.10,Szkoła Podstawowa Nr 5,10,01,430,0,,000903297,JB,1,,0,4227.00,1100,,1040.00,801,,80146,02,,1040.00
4778.10,Szkoła Podstawowa Nr 5,10,01,470,0,,000903297,JB,1,,0,7045.00,1100,,7045.00,801,,80146,02,,7045.00
4778.10,Szkoła Podstawowa Nr 5,10,01,302,0,,000903297,JB,1,,0,1891.00,1300,,751.84,801,,80148,02,,751.84
2172.76,Szkoła Podstawowa Nr 5,10,01,401,0,,000903297,JB,1,,0,180480.00,1400,,178047.76,801,,80148,02,,180220.52
14153.56,Szkoła Podstawowa Nr 5,10,01,404,0,,000903297,JB,1,,0,12520.00,1400,,12513.45,801,,80148,02,,12513.45
4691.13,Szkoła Podstawowa Nr 5,10,01,411,0,,000903297,JB,1,,0,35500.00,1400,,31873.03,801,,80148,02,,34143.90
505.01,Szkoła Podstawowa Nr 5,10,01,412,0,,000903297,JB,1,,0,6000.00,1400,,3617.77,801,,80148,02,,3868.98
505.01,Szkoła Podstawowa Nr 5,10,01,421,0,,000903297,JB,1,,0,3000.00,1100,,2994.99,801,,80148,02,,2994.99
505.01,Szkoła Podstawowa Nr 5,10,01,422,0,,000903297,JB,1,,0,128700.00,1100,,127387.54,801,,80148,02,,127387.54
505.01,Szkoła Podstawowa Nr 5,10,01,444,0,,000903297,JB,1,,0,6652.00,1100,,6651.88,801,,80148,02,,6651.88
505.01,Szkoła Podstawowa Nr 5,10,01,424,0,,000903297,JB,1,,0,25958.79,1100,,25958.79,801,,80153,02,,25958.79
505.01,Szkoła Podstawowa Nr 5,10,01,324,0,,000903297,JB,1,,0,5208.00,1300,,5208.00,854,,85416,02,,5208.00
,Szkoła Podstawowa Nr 4,10,01,302,0,,000903305,JB,1,,0,7739.00,1300,,6491.26,801,,80101,02,,6491.26
11079.77,Szkoła Podstawowa Nr 4,10,01,401,0,,000903305,JB,1,,0,499644.00,1400,,455758.85,801,,80101,02,,466838.62
36970.91,Szkoła Podstawowa Nr 4,10,01,404,0,,000903305,JB,1,,0,35510.00,1400,,35509.41,801,,80101,02,,35509.41
58221.90,Szkoła Podstawowa Nr 4,10,01,411,0,,000903305,JB,1,,0,387401.00,1400,,332194.11,801,,80101,02,,362293.91
6147.31,Szkoła Podstawowa Nr 4,10,01,412,0,,000903305,JB,1,,0,47633.00,1400,,39340.07,801,,80101,02,,42512.52
6147.31,Szkoła Podstawowa Nr 4,10,01,414,0,,000903305,JB,1,,0,5140.00,1100,,1792.00,801,,80101,02,,1792.00
6147.31,Szkoła Podstawowa Nr 4,10,01,417,0,,000903305,JB,1,,0,5000.00,1400,,1792.00,801,,80101,02,,1792.00
6147.31,Szkoła Podstawowa Nr 4,10,01,421,0,,000903305,JB,1,,0,81637.00,1100,,46837.74,801,,80101,02,,46837.74
6147.31,Szkoła Podstawowa Nr 4,10,01,424,0,,000903305,JB,1,,0,52786.00,1100,,3568.17,801,,80101,02,,3568.17
6147.31,Szkoła Podstawowa Nr 4,10,01,426,0,,000903305,JB,1,,0,170040.00,1100,,162467.46,801,,80101,02,,162467.46
6147.31,Szkoła Podstawowa Nr 4,10,01,427,0,,000903305,JB,1,,0,10800.00,1100,,10365.51,801,,80101,02,,10365.51
6147.31,Szkoła Podstawowa Nr 4,10,01,428,0,,000903305,JB,1,,0,1460.00,1100,,960.00,801,,80101,02,,960.00
6147.31,Szkoła Podstawowa Nr 4,10,01,430,0,,000903305,JB,1,,0,57802.00,1100,,55476.83,801,,80101,02,,55476.83
6147.31,Szkoła Podstawowa Nr 4,10,01,436,0,,000903305,JB,1,,0,4638.00,1100,,2811.30,801,,80101,02,,2811.30
6147.31,Szkoła Podstawowa Nr 4,10,01,441,0,,000903305,JB,1,,0,1254.00,1100,,564.60,801,,80101,02,,564.60
6147.31,Szkoła Podstawowa Nr 4,10,01,444,0,,000903305,JB,1,,0,150519.00,1100,,150518.06,801,,80101,02,,150518.06
6147.31,Szkoła Podstawowa Nr 4,10,01,470,0,,000903305,JB,1,,0,1604.00,1100,,872.10,801,,80101,02,,872.10
89.11,Szkoła Podstawowa Nr 4,10,01,471,0,,000903305,JB,1,,0,12137.00,1400,,1128.60,801,,80101,02,,1128.60
37319.63,Szkoła Podstawowa Nr 4,10,01,479,0,,000903305,JB,1,,0,1613022.00,1400,,1483319.99,801,,80101,02,,1520639.62
127485.96,Szkoła Podstawowa Nr 4,10,01,480,0,,000903305,JB,1,,0,122337.00,1400,,122336.97,801,,80101,02,,122336.97
127485.96,Szkoła Podstawowa Nr 4,10,01,605,0,,000903305,JB,1,,0,122337.00,1600,,122336.97,801,,80101,02,,122336.97
127485.96,Szkoła Podstawowa Nr 4,10,01,606,0,,000903305,JB,1,,0,72000.00,1600,,72000.00,801,,80101,02,,72000.00
3847.21,Szkoła Podstawowa Nr 4,10,01,411,0,,000903305,JB,1,,0,25013.00,1400,,21047.87,801,,80107,02,,23118.21
75.70,Szkoła Podstawowa Nr 4,10,01,412,0,,000903305,JB,1,,0,1330.00,1400,,563.55,801,,80107,02,,595.06
75.70,Szkoła Podstawowa Nr 4,10,01,444,0,,000903305,JB,1,,0,7102.00,1100,,7101.43,801,,80107,02,,7101.43
50.63,Szkoła Podstawowa Nr 4,10,01,471,0,,000903305,JB,1,,0,1277.00,1400,,646.50,801,,80107,02,,646.50
3112.47,Szkoła Podstawowa Nr 4,10,01,479,0,,000903305,JB,1,,0,140947.00,1400,,126781.43,801,,80107,02,,129893.90
10391.10,Szkoła Podstawowa Nr 4,10,01,480,0,,000903305,JB,1,,0,9163.00,1400,,9162.18,801,,80107,02,,9162.18
10391.10,Szkoła Podstawowa Nr 4,10,01,430,0,,000903305,JB,1,,0,3797.00,1100,,860.00,801,,80146,02,,860.00
10391.10,Szkoła Podstawowa Nr 4,10,01,470,0,,000903305,JB,1,,0,6328.00,1100,,6279.00,801,,80146,02,,6279.00
10391.10,Szkoła Podstawowa Nr 4,10,01,302,0,,000903305,JB,1,,0,617.00,1300,,96.36,801,,80148,02,,96.36
2684.91,Szkoła Podstawowa Nr 4,10,01,401,0,,000903305,JB,1,,0,137840.00,1400,,125046.58,801,,80148,02,,127731.49
11229.83,Szkoła Podstawowa Nr 4,10,01,404,0,,000903305,JB,1,,0,10385.00,1400,,10384.49,801,,80148,02,,10384.49
3894.11,Szkoła Podstawowa Nr 4,10,01,411,0,,000903305,JB,1,,0,26359.00,1400,,22843.40,801,,80148,02,,24817.21
557.91,Szkoła Podstawowa Nr 4,10,01,412,0,,000903305,JB,1,,0,3777.00,1400,,3272.83,801,,80148,02,,3555.62
557.91,Szkoła Podstawowa Nr 4,10,01,421,0,,000903305,JB,1,,0,64000.00,1100,,64000.00,801,,80148,02,,64000.00
557.91,Szkoła Podstawowa Nr 4,10,01,422,0,,000903305,JB,1,,0,75000.00,1100,,74987.27,801,,80148,02,,74987.27
557.91,Szkoła Podstawowa Nr 4,10,01,426,0,,000903305,JB,1,,0,75000.00,1100,,74987.27,801,,80148,02,,74987.27
557.91,Szkoła Podstawowa Nr 4,10,01,428,0,,000903305,JB,1,,0,226.00,1100,,170.00,801,,80148,02,,170.00
557.91,Szkoła Podstawowa Nr 4,10,01,430,0,,000903305,JB,1,,0,16000.00,1100,,16000.00,801,,80148,02,,16000.00
557.91,Szkoła Podstawowa Nr 4,10,01,444,0,,000903305,JB,1,,0,4989.00,1100,,4988.91,801,,80148,02,,4988.91
557.91,Szkoła Podstawowa Nr 4,10,01,471,0,,000903305,JB,1,,0,204.00,1400,,4988.91,801,,80148,02,,4988.91
557.91,Szkoła Podstawowa Nr 4,10,01,411,0,,000903305,JB,1,,0,2500.00,1400,,2171.79,801,,80150,02,,2171.79
557.91,Szkoła Podstawowa Nr 4,10,01,412,0,,000903305,JB,1,,0,500.00,1400,,311.20,801,,80150,02,,311.20
557.91,Szkoła Podstawowa Nr 4,10,01,479,0,,000903305,JB,1,,0,15000.00,1400,,11324.87,801,,80150,02,,11324.87
557.91,Szkoła Podstawowa Nr 4,10,01,424,0,,000903305,JB,1,,0,21675.06,1100,,21675.06,801,,80153,02,,21675.06
557.91,Szkoła Podstawowa Nr 4,10,01,324,0,,000903305,JB,1,,0,1736.00,1300,,1736.00,854,,85416,02,,1736.00
